"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","pplhlp","ppltrst","lawobey","lrscale","stfgov","trstep","trstlgl","trstplc","trstplt","trstprl","trstprt","trstun","trstsci","happy"
"ESS1e06_7",1,"6.7","23.11.2023",26,"HU",1,0.9556288,0.4795629,0.45828414,,,,9,4,2,88,9,7,8,6,2,88,,8,,5
"ESS1e06_7",1,"6.7","23.11.2023",27,"HU",1,1.268207,0.4795629,0.608185,,,,5,5,1,7,88,6,5,6,4,5,,6,,9
"ESS1e06_7",1,"6.7","23.11.2023",30,"HU",1,1.2341565,0.4795629,0.5918557,,,,3,5,1,3,8,7,8,7,7,8,,7,,6
"ESS1e06_7",1,"6.7","23.11.2023",31,"HU",1,0.9556288,0.4795629,0.45828414,,,,5,3,1,2,8,9,9,9,9,9,,9,,7
"ESS1e06_7",1,"6.7","23.11.2023",32,"HU",1,0.9556288,0.4795629,0.45828414,,,,10,10,1,77,7,8,8,8,7,8,,8,,5
"ESS1e06_7",1,"6.7","23.11.2023",37,"HU",1,1.0694033,0.4795629,0.5128462,,,,7,7,1,88,7,88,8,8,88,7,,8,,5
"ESS1e06_7",1,"6.7","23.11.2023",39,"HU",1,1.2360123,0.4795629,0.59274566,,,,3,1,2,7,5,6,6,7,5,5,,7,,6
"ESS1e06_7",1,"6.7","23.11.2023",40,"HU",1,1.2272222,0.4795629,0.58853024,,,,5,5,1,5,3,5,2,3,3,3,,5,,5
"ESS1e06_7",1,"6.7","23.11.2023",41,"HU",1,1.1942722,0.4795629,0.57272863,,,,2,5,1,5,3,4,4,4,4,4,,4,,8
"ESS1e06_7",1,"6.7","23.11.2023",42,"HU",1,1.0150137,0.4795629,0.4867629,,,,8,5,1,5,5,5,5,5,5,5,,5,,5
"ESS1e06_7",1,"6.7","23.11.2023",44,"HU",1,1.0348433,0.4795629,0.49627247,,,,5,10,1,3,10,10,10,5,10,10,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",45,"HU",1,1.0348433,0.4795629,0.49627247,,,,2,5,1,88,88,88,5,5,0,5,,88,,10
"ESS1e06_7",1,"6.7","23.11.2023",46,"HU",1,1.1960682,0.4795629,0.5735899,,,,5,8,1,5,10,88,5,10,8,8,,88,,3
"ESS1e06_7",1,"6.7","23.11.2023",47,"HU",1,1.0348433,0.4795629,0.49627247,,,,1,4,1,5,88,88,5,5,3,5,,88,,6
"ESS1e06_7",1,"6.7","23.11.2023",49,"HU",1,0.92474574,0.4795629,0.44347376,,,,5,3,1,4,5,88,8,10,5,8,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",50,"HU",1,1.1191221,0.4795629,0.53668946,,,,2,4,2,3,8,2,10,1,4,8,,9,,8
"ESS1e06_7",1,"6.7","23.11.2023",51,"HU",1,1.2272222,0.4795629,0.58853024,,,,0,0,1,8,9,88,5,5,5,8,,5,,6
"ESS1e06_7",1,"6.7","23.11.2023",53,"HU",1,0.93083614,0.4795629,0.44639447,,,,5,5,1,8,5,88,4,4,5,5,,88,,7
"ESS1e06_7",1,"6.7","23.11.2023",54,"HU",1,1.2353048,0.4795629,0.5924064,,,,5,2,2,88,5,10,0,0,5,0,,10,,5
"ESS1e06_7",1,"6.7","23.11.2023",55,"HU",1,1.2353048,0.4795629,0.5924064,,,,8,1,1,8,4,10,9,0,4,0,,10,,2
"ESS1e06_7",1,"6.7","23.11.2023",56,"HU",1,1.2353048,0.4795629,0.5924064,,,,0,5,1,5,8,2,5,2,2,5,,5,,8
"ESS1e06_7",1,"6.7","23.11.2023",57,"HU",1,1.1157945,0.4795629,0.53509367,,,,3,4,1,88,6,4,8,7,4,10,,10,,5
"ESS1e06_7",1,"6.7","23.11.2023",58,"HU",1,1.1157945,0.4795629,0.53509367,,,,0,5,1,88,10,88,4,5,3,4,,88,,10
"ESS1e06_7",1,"6.7","23.11.2023",59,"HU",1,1.2353048,0.4795629,0.5924064,,,,4,5,2,7,6,5,3,4,4,4,,8,,4
"ESS1e06_7",1,"6.7","23.11.2023",60,"HU",1,1.2353048,0.4795629,0.5924064,,,,3,4,1,5,6,9,10,10,5,8,,8,,10
"ESS1e06_7",1,"6.7","23.11.2023",62,"HU",1,1.0416589,0.4795629,0.49954095,,,,3,1,1,88,4,88,5,2,2,10,,88,,2
"ESS1e06_7",1,"6.7","23.11.2023",63,"HU",1,1.2039455,0.4795629,0.5773676,,,,5,10,1,88,88,88,88,88,88,88,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",64,"HU",1,1.2353048,0.4795629,0.5924064,,,,5,6,2,5,4,8,8,8,7,7,,8,,5
"ESS1e06_7",1,"6.7","23.11.2023",65,"HU",1,0.95088124,0.4795629,0.45600736,,,,8,6,1,88,10,4,5,0,5,4,,4,,0
"ESS1e06_7",1,"6.7","23.11.2023",66,"HU",1,1.0216986,0.4795629,0.48996875,,,,6,6,1,8,4,7,7,6,4,5,,9,,7
"ESS1e06_7",1,"6.7","23.11.2023",67,"HU",1,1.0416589,0.4795629,0.49954095,,,,0,0,1,88,88,88,88,8,8,10,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",68,"HU",1,1.0416589,0.4795629,0.49954095,,,,5,5,2,6,5,88,8,8,5,6,,7,,8
"ESS1e06_7",1,"6.7","23.11.2023",69,"HU",1,1.0416589,0.4795629,0.49954095,,,,0,0,1,10,10,0,0,0,0,0,,0,,5
"ESS1e06_7",1,"6.7","23.11.2023",71,"HU",1,0.9456814,0.4795629,0.4535137,,,,5,0,2,8,7,88,6,5,5,8,,8,,5
"ESS1e06_7",1,"6.7","23.11.2023",72,"HU",1,0.76753134,0.4795629,0.36807957,,,,0,2,1,10,1,2,1,3,0,1,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",73,"HU",1,0.9456814,0.4795629,0.4535137,,,,5,5,2,3,8,8,7,0,5,6,,10,,5
"ESS1e06_7",1,"6.7","23.11.2023",74,"HU",1,1.1264927,0.4795629,0.54022413,,,,5,6,1,88,8,7,6,6,6,6,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",75,"HU",1,0.93083614,0.4795629,0.44639447,,,,2,2,1,6,4,3,3,6,2,4,,7,,9
"ESS1e06_7",1,"6.7","23.11.2023",76,"HU",1,0.93083614,0.4795629,0.44639447,,,,0,5,1,88,88,0,0,0,0,0,,5,,7
"ESS1e06_7",1,"6.7","23.11.2023",80,"HU",1,0.9818391,0.4795629,0.47085363,,,,6,6,1,2,6,6,6,7,6,8,,7,,8
"ESS1e06_7",1,"6.7","23.11.2023",81,"HU",1,1.0348433,0.4795629,0.49627247,,,,5,3,1,2,8,88,3,8,3,4,,3,,1
"ESS1e06_7",1,"6.7","23.11.2023",82,"HU",1,1.0348433,0.4795629,0.49627247,,,,2,3,1,5,1,88,0,0,99,1,,0,,10
"ESS1e06_7",1,"6.7","23.11.2023",83,"HU",1,0.7625094,0.4795629,0.36567122,,,,5,5,1,5,3,5,5,4,3,4,,5,,9
"ESS1e06_7",1,"6.7","23.11.2023",84,"HU",1,0.6165578,0.4795629,0.29567823,,,,5,10,1,10,8,10,6,7,9,10,,10,,6
"ESS1e06_7",1,"6.7","23.11.2023",85,"HU",1,1.1960682,0.4795629,0.5735899,,,,1,5,1,88,8,88,5,5,88,8,,88,,9
"ESS1e06_7",1,"6.7","23.11.2023",86,"HU",1,0.92474574,0.4795629,0.44347376,,,,3,2,2,4,5,88,5,1,8,5,,88,,2
"ESS1e06_7",1,"6.7","23.11.2023",88,"HU",1,0.9786337,0.4795629,0.46931642,,,,5,8,2,8,88,88,7,7,5,9,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",90,"HU",1,0.93949383,0.4795629,0.45054638,,,,6,7,2,5,7,88,7,8,6,7,,88,,7
"ESS1e06_7",1,"6.7","23.11.2023",91,"HU",1,1.1960682,0.4795629,0.5735899,,,,3,1,2,2,3,88,6,9,5,6,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",92,"HU",1,1.1191221,0.4795629,0.53668946,,,,1,3,2,3,4,88,2,2,2,3,,88,,4
"ESS1e06_7",1,"6.7","23.11.2023",94,"HU",1,1.1191221,0.4795629,0.53668946,,,,5,5,2,3,1,88,5,4,2,4,,88,,6
"ESS1e06_7",1,"6.7","23.11.2023",95,"HU",1,1.1942722,0.4795629,0.57272863,,,,3,5,2,4,8,88,4,7,3,6,,88,,9
"ESS1e06_7",1,"6.7","23.11.2023",96,"HU",1,0.978563,0.4795629,0.46928254,,,,8,6,1,8,7,9,8,8,8,8,,9,,10
"ESS1e06_7",1,"6.7","23.11.2023",97,"HU",1,1.1942722,0.4795629,0.57272863,,,,7,8,1,3,3,9,8,6,6,8,,10,,9
"ESS1e06_7",1,"6.7","23.11.2023",98,"HU",1,0.6165578,0.4795629,0.29567823,,,,5,10,1,5,5,10,8,10,8,10,,10,,5
"ESS1e06_7",1,"6.7","23.11.2023",100,"HU",1,1.1942722,0.4795629,0.57272863,,,,4,3,3,88,4,88,88,88,88,88,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",103,"HU",1,1.0348433,0.4795629,0.49627247,,,,1,1,2,88,7,88,3,4,5,8,,88,,10
"ESS1e06_7",1,"6.7","23.11.2023",105,"HU",1,0.7441265,0.4795629,0.35685548,,,,1,0,2,10,0,0,4,0,1,0,,0,,5
"ESS1e06_7",1,"6.7","23.11.2023",107,"HU",1,0.9434497,0.4795629,0.45244348,,,,1,0,1,0,0,5,5,0,0,5,,0,,5
"ESS1e06_7",1,"6.7","23.11.2023",108,"HU",1,0.9434497,0.4795629,0.45244348,,,,5,0,2,88,5,5,5,5,0,5,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",109,"HU",1,1.1927425,0.4795629,0.571995,,,,4,4,2,88,4,5,2,5,5,5,,5,,5
"ESS1e06_7",1,"6.7","23.11.2023",112,"HU",1,1.1927425,0.4795629,0.571995,,,,3,5,1,5,7,8,5,10,5,7,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",113,"HU",1,1.1927425,0.4795629,0.571995,,,,5,0,1,5,5,0,0,5,0,6,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",114,"HU",1,1.107074,0.4795629,0.5309116,,,,1,6,1,0,6,8,3,2,2,5,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",115,"HU",1,1.0335178,0.4795629,0.49563682,,,,7,10,1,5,5,5,5,0,0,5,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",118,"HU",1,1.1564966,0.4795629,0.5546129,,,,0,1,1,5,3,5,0,0,3,0,,5,,0
"ESS1e06_7",1,"6.7","23.11.2023",121,"HU",1,1.0489113,0.4795629,0.503019,,,,4,4,2,77,4,5,5,3,2,1,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",123,"HU",1,1.1455135,0.4795629,0.5493458,,,,6,6,2,9,5,8,6,6,5,5,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",126,"HU",1,0.7699638,0.4795629,0.36924607,,,,10,10,1,88,7,88,8,8,5,7,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",128,"HU",1,0.7699638,0.4795629,0.36924607,,,,0,0,1,3,5,5,5,5,3,5,,5,,3
"ESS1e06_7",1,"6.7","23.11.2023",129,"HU",1,0.63714856,0.4795629,0.3055528,,,,8,3,1,77,0,8,0,0,2,0,,10,,3
"ESS1e06_7",1,"6.7","23.11.2023",130,"HU",1,1.268207,0.4795629,0.608185,,,,2,2,1,3,6,8,6,6,8,8,,6,,5
"ESS1e06_7",1,"6.7","23.11.2023",131,"HU",1,1.1564966,0.4795629,0.5546129,,,,3,9,1,5,10,10,8,8,8,10,,10,,10
"ESS1e06_7",1,"6.7","23.11.2023",132,"HU",1,0.7559904,0.4795629,0.36254495,,,,4,4,1,77,6,88,6,3,3,4,,9,,10
"ESS1e06_7",1,"6.7","23.11.2023",133,"HU",1,0.9556288,0.4795629,0.45828414,,,,4,7,2,77,5,5,5,5,5,1,,5,,8
"ESS1e06_7",1,"6.7","23.11.2023",134,"HU",1,1.0755275,0.4795629,0.51578313,,,,8,8,1,1,9,9,9,9,9,9,,9,,10
"ESS1e06_7",1,"6.7","23.11.2023",135,"HU",1,0.9556288,0.4795629,0.45828414,,,,4,7,1,9,1,3,2,3,5,2,,4,,9
"ESS1e06_7",1,"6.7","23.11.2023",139,"HU",1,1.1455135,0.4795629,0.5493458,,,,3,5,3,6,6,8,8,5,5,8,,9,,9
"ESS1e06_7",1,"6.7","23.11.2023",141,"HU",1,0.7456678,0.4795629,0.35759464,,,,10,10,1,7,7,88,5,6,4,5,,6,,7
"ESS1e06_7",1,"6.7","23.11.2023",142,"HU",1,0.63714856,0.4795629,0.3055528,,,,5,5,1,8,7,8,10,10,3,3,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",143,"HU",1,0.7699638,0.4795629,0.36924607,,,,7,7,1,5,0,5,5,5,88,88,,5,,5
"ESS1e06_7",1,"6.7","23.11.2023",144,"HU",1,1.1455135,0.4795629,0.5493458,,,,2,1,1,88,2,88,5,5,1,5,,88,,6
"ESS1e06_7",1,"6.7","23.11.2023",145,"HU",1,0.9708695,0.4795629,0.46559298,,,,4,2,1,8,7,6,5,5,5,8,,6,,8
"ESS1e06_7",1,"6.7","23.11.2023",146,"HU",1,1.2341565,0.4795629,0.5918557,,,,4,3,4,2,3,4,3,3,2,2,,4,,5
"ESS1e06_7",1,"6.7","23.11.2023",147,"HU",1,1.268207,0.4795629,0.608185,,,,8,8,2,2,9,7,6,8,7,8,,7,,10
"ESS1e06_7",1,"6.7","23.11.2023",148,"HU",1,1.2341565,0.4795629,0.5918557,,,,3,3,2,4,6,9,9,6,3,8,,7,,7
"ESS1e06_7",1,"6.7","23.11.2023",149,"HU",1,1.0694033,0.4795629,0.5128462,,,,88,5,1,9,3,88,88,88,88,88,,88,,10
"ESS1e06_7",1,"6.7","23.11.2023",151,"HU",1,1.0694033,0.4795629,0.5128462,,,,6,2,1,77,88,88,88,5,3,3,,88,,1
"ESS1e06_7",1,"6.7","23.11.2023",157,"HU",1,0.9556288,0.4795629,0.45828414,,,,2,4,1,7,5,4,5,4,0,0,,3,,5
"ESS1e06_7",1,"6.7","23.11.2023",158,"HU",1,1.2341565,0.4795629,0.5918557,,,,3,5,2,5,2,5,5,3,2,3,,5,,5
"ESS1e06_7",1,"6.7","23.11.2023",159,"HU",1,1.268207,0.4795629,0.608185,,,,3,2,2,88,88,3,5,5,2,2,,3,,8
"ESS1e06_7",1,"6.7","23.11.2023",160,"HU",1,1.1455135,0.4795629,0.5493458,,,,5,4,1,88,7,8,8,4,7,5,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",161,"HU",1,1.268207,0.4795629,0.608185,,,,5,4,2,2,2,3,1,1,0,7,,3,,8
"ESS1e06_7",1,"6.7","23.11.2023",162,"HU",1,0.7699638,0.4795629,0.36924607,,,,4,5,1,8,4,88,5,6,1,88,,88,,6
"ESS1e06_7",1,"6.7","23.11.2023",164,"HU",1,0.63714856,0.4795629,0.3055528,,,,5,3,2,4,5,7,5,5,5,6,,7,,5
"ESS1e06_7",1,"6.7","23.11.2023",165,"HU",1,1.1564966,0.4795629,0.5546129,,,,6,3,2,7,4,6,4,5,5,5,,8,,7
"ESS1e06_7",1,"6.7","23.11.2023",166,"HU",1,0.7699638,0.4795629,0.36924607,,,,8,5,1,5,7,5,6,6,6,4,,7,,9
"ESS1e06_7",1,"6.7","23.11.2023",167,"HU",1,1.1564966,0.4795629,0.5546129,,,,2,6,1,4,7,5,5,5,5,8,,6,,2
"ESS1e06_7",1,"6.7","23.11.2023",169,"HU",1,0.7879744,0.4795629,0.37788332,,,,5,4,2,6,7,5,5,5,4,6,,8,,10
"ESS1e06_7",1,"6.7","23.11.2023",171,"HU",1,0.92474574,0.4795629,0.44347376,,,,3,5,1,4,5,8,8,7,4,7,,8,,3
"ESS1e06_7",1,"6.7","23.11.2023",172,"HU",1,1.2272222,0.4795629,0.58853024,,,,0,3,1,88,0,88,0,3,3,3,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",173,"HU",1,1.1084939,0.4795629,0.53159255,,,,1,1,1,9,1,8,8,6,1,2,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",174,"HU",1,1.1084939,0.4795629,0.53159255,,,,5,0,1,10,2,88,9,4,3,4,,8,,8
"ESS1e06_7",1,"6.7","23.11.2023",175,"HU",1,1.2272222,0.4795629,0.58853024,,,,4,1,1,7,0,6,2,2,0,3,,10,,1
"ESS1e06_7",1,"6.7","23.11.2023",176,"HU",1,0.6165578,0.4795629,0.29567823,,,,2,2,2,77,6,88,5,5,4,5,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",179,"HU",1,1.1960682,0.4795629,0.5735899,,,,5,0,1,0,6,88,8,8,5,4,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",181,"HU",1,0.7450808,0.4795629,0.35731313,,,,0,0,1,77,0,88,0,5,0,0,,88,,0
"ESS1e06_7",1,"6.7","23.11.2023",182,"HU",1,0.92474574,0.4795629,0.44347376,,,,2,1,1,10,88,88,5,5,5,5,,88,,6
"ESS1e06_7",1,"6.7","23.11.2023",183,"HU",1,1.0335178,0.4795629,0.49563682,,,,3,3,1,5,8,5,5,2,5,3,,5,,7
"ESS1e06_7",1,"6.7","23.11.2023",185,"HU",1,0.73062193,0.4795629,0.35037917,,,,5,5,1,5,5,5,4,4,3,7,,5,,99
"ESS1e06_7",1,"6.7","23.11.2023",187,"HU",1,0.7615327,0.4795629,0.36520284,,,,5,7,1,6,4,5,7,5,5,7,,5,,7
"ESS1e06_7",1,"6.7","23.11.2023",188,"HU",1,0.9434497,0.4795629,0.45244348,,,,5,6,1,5,5,88,5,5,5,5,,5,,4
"ESS1e06_7",1,"6.7","23.11.2023",190,"HU",1,0.6157681,0.4795629,0.29529953,,,,7,5,1,2,8,6,7,6,6,7,,6,,6
"ESS1e06_7",1,"6.7","23.11.2023",191,"HU",1,0.9382905,0.4795629,0.44996932,,,,3,5,1,3,1,5,3,1,1,1,,5,,5
"ESS1e06_7",1,"6.7","23.11.2023",192,"HU",1,1.1927425,0.4795629,0.571995,,,,4,6,1,5,6,6,7,7,6,7,,7,,7
"ESS1e06_7",1,"6.7","23.11.2023",195,"HU",1,1.0335178,0.4795629,0.49563682,,,,3,3,1,5,8,5,4,6,5,5,,5,,6
"ESS1e06_7",1,"6.7","23.11.2023",196,"HU",1,1.0348433,0.4795629,0.49627247,,,,3,5,1,6,88,5,5,5,5,5,,5,,8
"ESS1e06_7",1,"6.7","23.11.2023",198,"HU",1,0.93949383,0.4795629,0.45054638,,,,9,1,1,8,2,0,0,4,0,0,,0,,0
"ESS1e06_7",1,"6.7","23.11.2023",199,"HU",1,1.1191221,0.4795629,0.53668946,,,,1,7,1,88,7,1,1,1,1,1,,88,,88
"ESS1e06_7",1,"6.7","23.11.2023",200,"HU",1,0.94465965,0.4795629,0.45302373,,,,10,6,1,88,7,8,6,88,88,8,,10,,8
"ESS1e06_7",1,"6.7","23.11.2023",202,"HU",1,0.92474574,0.4795629,0.44347376,,,,3,8,1,7,88,88,5,8,5,8,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",206,"HU",1,1.0150137,0.4795629,0.4867629,,,,0,0,3,5,6,88,5,0,5,5,,88,,10
"ESS1e06_7",1,"6.7","23.11.2023",207,"HU",1,1.0348433,0.4795629,0.49627247,,,,88,88,2,0,8,88,88,10,10,10,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",211,"HU",1,0.9235613,0.4795629,0.44290572,,,,2,0,1,7,88,7,5,2,2,5,,7,,5
"ESS1e06_7",1,"6.7","23.11.2023",213,"HU",1,1.107074,0.4795629,0.5309116,,,,6,8,1,5,6,5,5,8,6,6,,88,,10
"ESS1e06_7",1,"6.7","23.11.2023",215,"HU",1,1.0335178,0.4795629,0.49563682,,,,2,2,1,0,10,7,8,10,10,10,,7,,8
"ESS1e06_7",1,"6.7","23.11.2023",216,"HU",1,1.0335178,0.4795629,0.49563682,,,,2,7,8,88,88,88,88,10,10,8,,88,,6
"ESS1e06_7",1,"6.7","23.11.2023",217,"HU",1,1.0335178,0.4795629,0.49563682,,,,10,10,1,88,88,88,0,5,1,0,,88,,0
"ESS1e06_7",1,"6.7","23.11.2023",218,"HU",1,0.7441265,0.4795629,0.35685548,,,,5,2,1,7,88,5,88,5,88,5,,88,,3
"ESS1e06_7",1,"6.7","23.11.2023",219,"HU",1,1.1176887,0.4795629,0.53600204,,,,0,0,1,2,10,8,2,2,5,6,,8,,5
"ESS1e06_7",1,"6.7","23.11.2023",220,"HU",1,0.9235613,0.4795629,0.44290572,,,,0,0,1,5,10,10,1,10,0,1,,88,,2
"ESS1e06_7",1,"6.7","23.11.2023",221,"HU",1,0.73062193,0.4795629,0.35037917,,,,8,8,1,8,5,8,8,8,8,8,,6,,8
"ESS1e06_7",1,"6.7","23.11.2023",222,"HU",1,0.99377936,0.4795629,0.47657973,,,,1,1,3,5,88,7,5,5,2,5,,7,,6
"ESS1e06_7",1,"6.7","23.11.2023",223,"HU",1,0.97106475,0.4795629,0.46568662,,,,2,5,3,5,88,5,3,3,3,3,,5,,1
"ESS1e06_7",1,"6.7","23.11.2023",225,"HU",1,1.5564963,0.4795629,0.74643785,,,,7,5,2,5,3,5,4,4,2,4,,5,,8
"ESS1e06_7",1,"6.7","23.11.2023",228,"HU",1,1.5994402,0.4795629,0.7670322,,,,5,6,4,77,7,8,8,7,5,5,,9,,9
"ESS1e06_7",1,"6.7","23.11.2023",229,"HU",1,1.3487124,0.4795629,0.6467925,,,,0,0,2,88,88,88,5,2,4,5,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",230,"HU",1,1.3487124,0.4795629,0.6467925,,,,2,2,2,1,5,88,8,8,88,7,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",232,"HU",1,1.3487124,0.4795629,0.6467925,,,,4,5,2,5,8,5,5,5,5,5,,5,,5
"ESS1e06_7",1,"6.7","23.11.2023",236,"HU",1,0.9850079,0.4795629,0.47237325,,,,7,6,1,9,6,6,8,8,6,6,,6,,8
"ESS1e06_7",1,"6.7","23.11.2023",239,"HU",1,1.0416589,0.4795629,0.49954095,,,,0,0,1,88,88,0,0,0,0,0,,0,,0
"ESS1e06_7",1,"6.7","23.11.2023",240,"HU",1,1.2039455,0.4795629,0.5773676,,,,5,1,2,88,3,88,0,7,3,5,,88,,1
"ESS1e06_7",1,"6.7","23.11.2023",241,"HU",1,1.0416589,0.4795629,0.49954095,,,,2,5,1,88,3,88,2,5,5,3,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",243,"HU",1,0.9456814,0.4795629,0.4535137,,,,0,2,2,88,88,5,2,0,2,2,,5,,5
"ESS1e06_7",1,"6.7","23.11.2023",244,"HU",1,0.9456814,0.4795629,0.4535137,,,,5,7,1,10,2,88,4,3,2,3,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",245,"HU",1,0.95088124,0.4795629,0.45600736,,,,0,5,1,88,3,88,10,8,1,88,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",246,"HU",1,1.0216986,0.4795629,0.48996875,,,,5,5,2,6,2,88,4,2,3,3,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",248,"HU",1,1.4585532,0.4795629,0.699468,,,,6,4,1,4,4,3,1,1,2,3,,3,,5
"ESS1e06_7",1,"6.7","23.11.2023",249,"HU",1,1.2052221,0.4795629,0.5779798,,,,0,6,2,4,9,2,1,4,3,4,,8,,7
"ESS1e06_7",1,"6.7","23.11.2023",250,"HU",1,0.0009788306,0.4795629,0.00046941085,,,,7,5,2,5,7,7,7,6,3,6,,8,,9
"ESS1e06_7",1,"6.7","23.11.2023",252,"HU",1,1.4585532,0.4795629,0.699468,,,,5,3,1,7,5,7,3,5,3,3,,7,,8
"ESS1e06_7",1,"6.7","23.11.2023",253,"HU",1,1.2244434,0.4795629,0.58719766,,,,2,8,1,3,5,0,0,0,0,0,,5,,8
"ESS1e06_7",1,"6.7","23.11.2023",254,"HU",1,1.5564963,0.4795629,0.74643785,,,,4,3,1,5,8,7,7,2,4,5,,8,,5
"ESS1e06_7",1,"6.7","23.11.2023",256,"HU",1,1.5564963,0.4795629,0.74643785,,,,5,5,1,5,5,88,1,5,0,4,,88,,5
"ESS1e06_7",1,"6.7","23.11.2023",257,"HU",1,1.5564963,0.4795629,0.74643785,,,,5,4,1,5,5,4,4,4,5,5,,6,,8
