"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","pplfair","pplhlp","ppltrst","lrscale","polintr","stfdem","stfeco","stfgov","trstep","trstlgl","trstplc","trstplt","trstprl","trstprt","trstsci","imbgeco","imwbcnt","happy","rlgdgr"
"ESS1e06_7",1,"6.7","23.11.2023",179,"BE",1,1.5876075,0.44783992,0.710994,,,,4,3,6,88,4,8,5,6,10,3,3,5,10,,,6,7,10,7
"ESS1e06_7",1,"6.7","23.11.2023",180,"BE",1,1.524485,0.44783992,0.68272525,,,,5,5,3,0,4,0,1,3,3,0,1,5,3,,,5,2,8,5
"ESS1e06_7",1,"6.7","23.11.2023",181,"BE",1,0.84815353,0.44783992,0.379837,,,,10,5,5,88,4,1,2,5,5,5,5,5,2,,,0,0,8,1
"ESS1e06_7",1,"6.7","23.11.2023",182,"BE",1,1.524485,0.44783992,0.68272525,,,,10,10,0,5,1,4,4,4,1,0,0,0,1,,,7,6,7,2
"ESS1e06_7",1,"6.7","23.11.2023",183,"BE",1,0.7921528,0.44783992,0.35475767,,,,6,6,8,5,3,9,7,8,7,6,7,6,7,,,9,7,8,5
"ESS1e06_7",1,"6.7","23.11.2023",185,"BE",1,0.8228142,0.44783992,0.36848906,,,,8,4,5,88,3,8,88,5,88,7,4,3,88,,,6,6,8,5
"ESS1e06_7",1,"6.7","23.11.2023",186,"BE",1,1.4827831,0.44783992,0.66404945,,,,1,2,4,5,3,5,3,4,3,4,6,88,88,,,0,2,5,10
"ESS1e06_7",1,"6.7","23.11.2023",187,"BE",1,0.8228142,0.44783992,0.36848906,,,,7,4,5,1,2,6,6,6,6,6,6,6,5,,,5,3,9,10
"ESS1e06_7",1,"6.7","23.11.2023",188,"BE",1,0.7119728,0.44783992,0.31884983,,,,8,3,8,88,4,6,7,88,0,4,6,0,4,,,8,2,9,1
"ESS1e06_7",1,"6.7","23.11.2023",189,"BE",1,1.4827831,0.44783992,0.66404945,,,,6,3,4,6,2,3,2,6,6,3,7,2,5,,,5,5,8,4
"ESS1e06_7",1,"6.7","23.11.2023",190,"BE",1,1.7724454,0.44783992,0.7937718,,,,4,1,2,6,3,8,6,3,2,7,7,0,4,,,3,4,3,8
"ESS1e06_7",1,"6.7","23.11.2023",191,"BE",1,0.73199636,0.44783992,0.3278172,,,,4,2,1,5,1,9,5,5,5,7,5,8,4,,,5,5,8,7
"ESS1e06_7",1,"6.7","23.11.2023",192,"BE",1,0.7119728,0.44783992,0.31884983,,,,0,2,6,2,1,8,8,9,4,8,8,2,6,,,7,5,10,1
"ESS1e06_7",1,"6.7","23.11.2023",195,"BE",1,1.524485,0.44783992,0.68272525,,,,2,2,2,3,4,2,4,6,2,3,6,2,2,,,4,4,4,0
