,neighbourhood,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365
15952,14.0,-73.99489,1,1.0,1.0,0
2210,56.0,-73.91648,0,4.0,2.0,173
6735,96.0,-74.00625,0,1.0,1.0,88
14115,15.0,-73.93981,1,3.0,1.0,342
24897,96.0,-74.00787,1,1.0,2.0,333
7976,6.0,-73.92377,0,2.0,3.0,99
14064,3.0,-73.96505,1,5.0,1.0,0
6196,76.0,-73.99166,0,2.0,2.0,0
36918,96.0,-73.87183,1,1.0,1.0,360
12566,21.0,-73.92652,0,3.0,1.0,0
19013,23.0,-73.98608,1,1.0,1.0,0
13958,16.0,-73.97357,1,5.0,1.0,11
147,19.0,-73.98295,1,3.0,1.0,248
24158,63.0,-73.8502,1,3.0,4.0,0
24380,37.0,-73.8276,1,1.0,1.0,151
21848,16.0,-73.97796,1,6.0,1.0,42
30012,6.0,-73.95541,0,1.0,4.0,264
19761,44.0,-73.89343,0,7.0,1.0,89
33544,11.0,-74.00487,1,3.0,1.0,0
20021,28.0,-73.95178,1,13.0,1.0,0
43816,36.0,-73.9989,1,2.0,1.0,43
11478,20.0,-73.95209,1,1.0,1.0,0
35465,49.0,-73.9093,1,4.0,1.0,26
21327,14.0,-73.99344,0,1.0,1.0,0
14564,2.0,-73.94889,0,1.0,3.0,332
20705,15.0,-73.93333,0,2.0,4.0,332
20273,4.0,-73.93764,1,3.0,1.0,7
36934,2.0,-73.93926,1,1.0,1.0,75
8305,30.0,-73.94295,0,1.0,1.0,0
30883,6.0,-73.93045,1,3.0,1.0,269
12539,96.0,-73.91275,1,2.0,2.0,155
11015,8.0,-73.98205,1,1.0,1.0,0
7365,2.0,-73.95315,0,2.0,3.0,0
1644,68.0,-73.98303,0,4.0,1.0,267
47211,39.0,-73.90817,1,1.0,1.0,321
33432,3.0,-73.9612,0,4.0,2.0,156
4982,79.0,-73.99111,1,4.0,1.0,0
43373,6.0,-73.94139,0,10.0,1.0,246
7822,24.0,-73.95222,0,1.0,1.0,0
37532,1.0,-73.98499,1,13.0,1.0,147
44829,25.0,-73.93644,0,1.0,4.0,357
31798,21.0,-73.92589,0,4.0,1.0,363
47722,6.0,-73.95936,1,1.0,4.0,342
48364,21.0,-73.92542,1,2.0,2.0,359
25930,19.0,-73.98283,0,3.0,1.0,0
7040,21.0,-73.91344,0,1.0,2.0,170
21564,63.0,-73.85156,1,13.0,1.0,0
23730,31.0,-73.89995,0,2.0,1.0,10
7800,13.0,-73.97296,0,1.0,1.0,249
5260,96.0,-73.91791,0,1.0,1.0,44
6650,12.0,-73.96056,0,1.0,1.0,0
11605,2.0,-73.95012,1,1.0,2.0,0
16852,96.0,-73.90978,0,2.0,1.0,156
20137,6.0,-73.94978,0,2.0,1.0,0
43494,12.0,-73.96376,1,13.0,1.0,160
40151,82.0,-73.96231,2,1.0,2.0,364
2874,54.0,-73.94587,1,1.0,1.0,361
39631,63.0,-73.84647,0,1.0,1.0,249
46021,43.0,-74.00479,1,13.0,4.0,347
11807,61.0,-73.75584,1,5.0,1.0,332
26405,21.0,-73.91644,0,2.0,3.0,18
7762,12.0,-73.93737,0,4.0,2.0,25
15481,2.0,-73.95628,0,2.0,2.0,0
34759,82.0,-73.96051,1,2.0,1.0,0
850,12.0,-73.94609,0,3.0,1.0,358
24830,7.0,-73.99798,0,1.0,1.0,0
21837,75.0,-74.02942,1,5.0,3.0,312
28298,28.0,-73.95621,1,3.0,1.0,0
26981,8.0,-73.97342,1,5.0,1.0,166
17933,2.0,-73.9518,0,7.0,1.0,0
44949,1.0,-73.97454,0,1.0,4.0,361
8037,49.0,-73.90913,1,7.0,1.0,0
4336,6.0,-73.94057,0,7.0,1.0,0
31446,6.0,-73.93449,0,13.0,1.0,0
34713,21.0,-73.9242,1,3.0,1.0,3
13956,21.0,-73.91109,0,1.0,1.0,179
10761,35.0,-73.92591,0,4.0,4.0,364
19869,12.0,-73.96474,1,2.0,1.0,2
19957,2.0,-73.94446,0,13.0,4.0,151
18451,7.0,-73.99148,0,1.0,2.0,0
3862,87.0,-73.86773,1,13.0,1.0,342
26006,6.0,-73.94758,0,4.0,1.0,0
24461,2.0,-73.95275,0,2.0,1.0,129
22567,19.0,-73.98679,0,4.0,1.0,0
29933,7.0,-73.99932,1,3.0,1.0,0
24460,2.0,-73.94935,1,3.0,1.0,0
2791,8.0,-73.97268,1,7.0,1.0,151
31525,43.0,-74.00845,1,13.0,4.0,290
47124,43.0,-74.01511,1,9.0,1.0,15
20636,37.0,-73.82708,0,1.0,1.0,0
17697,12.0,-73.94578,1,1.0,1.0,0
22866,20.0,-73.94203,1,4.0,1.0,0
27652,6.0,-73.95044,1,11.0,1.0,189
46990,27.0,-74.00034,0,1.0,4.0,353
1003,64.0,-73.99439,1,13.0,1.0,122
20231,6.0,-73.95101,0,1.0,2.0,0
40616,23.0,-73.98703,0,13.0,4.0,185
25134,96.0,-73.98091,0,5.0,1.0,166
41047,34.0,-73.99164,0,1.0,2.0,59
28910,63.0,-73.84109,0,1.0,2.0,361
24876,7.0,-73.99214,1,13.0,4.0,311
16196,20.0,-73.95706,1,3.0,1.0,0
3610,21.0,-73.92058,1,5.0,1.0,0
14614,23.0,-73.98906,0,1.0,1.0,0
4772,30.0,-73.93555,1,2.0,1.0,0
20816,8.0,-73.96607,0,3.0,1.0,0
15961,75.0,-74.03473,1,1.0,1.0,0
2372,20.0,-73.95132,0,5.0,1.0,241
24508,14.0,-74.00237,1,2.0,1.0,0
43206,56.0,-73.90995,0,1.0,1.0,31
47877,77.0,-74.00491,1,5.0,1.0,73
38691,71.0,-73.98521,1,13.0,4.0,206
12750,8.0,-73.97739,0,1.0,1.0,0
31619,55.0,-74.09099,1,1.0,3.0,171
29408,20.0,-73.94355,0,3.0,1.0,27
949,15.0,-73.94875,1,5.0,1.0,0
20928,12.0,-73.96296,0,2.0,1.0,0
30864,1.0,-73.97137,1,3.0,4.0,0
28929,6.0,-73.93967,1,1.0,1.0,335
30478,70.0,-73.87866,1,1.0,2.0,311
35961,70.0,-73.87083,1,2.0,1.0,48
30891,28.0,-73.95273,0,5.0,2.0,342
18109,20.0,-73.95575,0,2.0,2.0,126
28187,10.0,-73.99023,0,2.0,1.0,0
41537,12.0,-73.94474,0,1.0,1.0,0
37628,29.0,-73.96818,1,2.0,1.0,0
42170,5.0,-73.97612,1,2.0,4.0,133
16348,7.0,-73.98832,1,2.0,1.0,11
38592,96.0,-73.76849,1,1.0,2.0,253
13226,19.0,-73.99054,1,2.0,2.0,0
32987,12.0,-73.94263,0,2.0,1.0,0
28790,2.0,-73.94834,1,2.0,1.0,0
37760,96.0,-73.94779,1,2.0,3.0,89
36806,90.0,-74.02363,1,1.0,1.0,276
24480,9.0,-73.99632,0,2.0,1.0,0
10279,6.0,-73.93867,0,2.0,2.0,0
14279,12.0,-73.94909,0,1.0,1.0,0
36905,96.0,-73.99591,1,1.0,1.0,0
38321,1.0,-73.96515,1,13.0,4.0,251
33275,96.0,-74.08441,1,1.0,1.0,72
10202,13.0,-73.97789,1,2.0,1.0,0
15153,21.0,-73.92504,0,2.0,1.0,358
45430,2.0,-73.94159,0,2.0,1.0,34
34473,28.0,-73.95402,1,2.0,1.0,2
12231,12.0,-73.95298,0,1.0,1.0,0
28636,2.0,-73.95066,1,3.0,2.0,0
35093,12.0,-73.94548,0,1.0,1.0,0
45299,79.0,-73.99888,0,1.0,2.0,250
41402,43.0,-74.01243,0,2.0,4.0,328
44585,71.0,-73.98732,1,13.0,4.0,220
11852,6.0,-73.93144,0,1.0,1.0,0
29451,12.0,-73.95804,1,4.0,1.0,0
2531,27.0,-73.99869,1,13.0,1.0,342
7779,7.0,-73.98644,0,12.0,4.0,102
25229,38.0,-73.99082,1,4.0,1.0,0
28175,15.0,-73.93399,0,13.0,1.0,302
13168,51.0,-73.95125,0,2.0,1.0,0
45173,25.0,-73.9447,1,2.0,2.0,5
3000,28.0,-73.95073,1,1.0,4.0,339
44773,31.0,-73.89444,0,13.0,4.0,246
465,20.0,-73.93956,0,4.0,3.0,350
9877,27.0,-74.00101,1,3.0,1.0,0
31679,17.0,-73.97391,1,3.0,1.0,0
35123,14.0,-73.99753,1,6.0,1.0,0
47200,96.0,-73.89534,0,2.0,4.0,307
12144,30.0,-73.94018,0,1.0,1.0,0
20944,36.0,-73.99977,1,13.0,1.0,156
28907,53.0,-73.99731,0,5.0,2.0,42
11834,12.0,-73.96215,0,1.0,3.0,16
20458,21.0,-73.91875,0,13.0,1.0,0
17891,54.0,-73.94872,0,13.0,1.0,94
38449,70.0,-73.88686,0,1.0,4.0,62
10970,26.0,-73.98285,2,1.0,1.0,0
30124,81.0,-73.8876,1,13.0,1.0,132
30456,2.0,-73.95125,1,2.0,1.0,0
48536,12.0,-73.9437,0,10.0,1.0,91
8383,21.0,-73.92046,1,2.0,1.0,314
13862,10.0,-73.98587,1,1.0,1.0,0
32748,22.0,-73.96104,0,13.0,1.0,0
20023,12.0,-73.94476,0,1.0,1.0,4
5946,2.0,-73.94591,0,3.0,2.0,0
3732,26.0,-73.97822,1,2.0,1.0,0
5987,15.0,-73.95668,0,2.0,1.0,0
46499,96.0,-73.99102,0,13.0,1.0,251
46296,21.0,-73.91755,0,1.0,1.0,0
11986,56.0,-73.9067,1,1.0,1.0,0
34452,6.0,-73.95036,0,2.0,1.0,37
15590,44.0,-73.8952,1,1.0,1.0,0
42361,33.0,-73.99944,0,2.0,2.0,154
29834,4.0,-73.94483,1,3.0,1.0,128
27174,6.0,-73.94235,0,5.0,1.0,12
33795,0.0,-73.97064,0,3.0,1.0,85
38332,1.0,-73.96638,1,13.0,4.0,257
33248,6.0,-73.95141,0,3.0,1.0,38
25096,9.0,-73.99971,0,1.0,1.0,0
17807,96.0,-73.88301,1,10.0,1.0,327
31553,19.0,-73.9882,1,7.0,2.0,9
26513,96.0,-73.87543,0,1.0,1.0,164
7635,87.0,-73.85543,0,2.0,2.0,349
5086,1.0,-73.96963,1,5.0,1.0,0
2741,14.0,-73.99533,1,13.0,4.0,210
16817,12.0,-73.95001,0,2.0,3.0,0
42141,26.0,-73.98058,0,1.0,3.0,55
41350,96.0,-74.10989,0,7.0,2.0,188
6916,2.0,-73.95264,0,1.0,2.0,162
40523,2.0,-73.93767,0,2.0,2.0,0
46005,38.0,-73.98929,1,13.0,2.0,82
3607,25.0,-73.92999,0,13.0,1.0,305
37745,96.0,-73.89044,1,3.0,1.0,3
44232,21.0,-73.91177,0,1.0,1.0,88
5929,6.0,-73.93968,1,1.0,1.0,4
4,4.0,-73.94399,1,10.0,1.0,0
40971,8.0,-73.9609,0,13.0,4.0,356
44567,1.0,-73.96768,1,4.0,1.0,157
13863,19.0,-73.98251,1,2.0,1.0,135
44993,71.0,-73.98399,0,1.0,4.0,351
23593,4.0,-73.94833,0,2.0,1.0,59
20366,7.0,-73.99913,1,1.0,1.0,0
22674,45.0,-73.95651,1,13.0,1.0,79
2191,2.0,-73.95512,0,3.0,2.0,0
45944,17.0,-73.98495,1,3.0,1.0,335
15603,21.0,-73.92371,0,1.0,1.0,0
17162,12.0,-73.96183,1,1.0,1.0,11
29286,23.0,-73.99181,1,13.0,4.0,281
38528,49.0,-73.90866,0,3.0,1.0,43
25065,0.0,-73.98043,0,1.0,4.0,16
17894,2.0,-73.95792,1,1.0,1.0,8
2851,19.0,-73.98693,1,2.0,2.0,0
10755,56.0,-73.92604,1,3.0,1.0,0
23728,1.0,-73.98312,0,4.0,3.0,155
1710,37.0,-73.82517,0,2.0,2.0,282
18876,85.0,-73.76832,0,2.0,4.0,174
23818,6.0,-73.91148,0,1.0,4.0,237
36958,1.0,-73.98653,1,13.0,4.0,342
14314,17.0,-73.97768,1,5.0,1.0,0
18188,6.0,-73.95758,2,2.0,3.0,311
41725,30.0,-73.94682,1,1.0,2.0,79
27057,2.0,-73.95277,2,3.0,2.0,7
35936,2.0,-73.95581,0,2.0,2.0,90
31311,8.0,-73.96639,0,13.0,4.0,317
1792,33.0,-73.99504,1,5.0,1.0,0
20623,20.0,-73.95987,1,2.0,1.0,0
47755,2.0,-73.94823,0,1.0,1.0,256
31806,2.0,-73.95205,1,2.0,4.0,25
4119,96.0,-73.90647,1,2.0,1.0,32
5843,13.0,-73.9693,1,10.0,4.0,328
13970,6.0,-73.92514,0,4.0,1.0,286
6390,13.0,-73.97061,1,3.0,1.0,0
11827,4.0,-73.93127,0,13.0,1.0,0
20510,21.0,-73.9289,0,7.0,1.0,89
3272,56.0,-73.91451,1,1.0,1.0,148
23502,5.0,-73.97838,0,10.0,1.0,19
17583,7.0,-73.9926,0,2.0,2.0,308
21622,30.0,-73.93639,0,5.0,3.0,1
30398,79.0,-73.99959,1,2.0,1.0,0
20737,12.0,-73.94063,0,5.0,2.0,0
28813,12.0,-73.95687,0,2.0,1.0,0
31713,28.0,-73.95226,0,2.0,1.0,180
22624,93.0,-74.07842,0,1.0,3.0,362
16134,22.0,-73.96127,0,3.0,3.0,298
22533,27.0,-74.00317,1,3.0,1.0,15
8085,7.0,-73.9933,1,1.0,1.0,0
8322,63.0,-73.84407,1,3.0,2.0,336
41155,83.0,-73.87549,0,2.0,1.0,167
8940,43.0,-74.01325,1,13.0,1.0,0
42337,56.0,-73.92138,1,2.0,2.0,79
34149,4.0,-73.93885,2,1.0,1.0,0
43964,8.0,-73.96511,0,13.0,1.0,0
37966,19.0,-73.98058,1,2.0,1.0,7
22722,7.0,-73.98855,0,2.0,3.0,90
664,8.0,-73.9726,0,1.0,1.0,300
26066,1.0,-73.98504,1,5.0,1.0,339
8909,12.0,-73.93555,0,13.0,2.0,0
10996,28.0,-73.95132,1,2.0,1.0,0
2528,12.0,-73.95071,1,4.0,1.0,5
36288,96.0,-73.92143,0,1.0,1.0,363
19107,15.0,-73.96029,1,13.0,1.0,364
17385,44.0,-73.89928,0,2.0,1.0,0
40547,0.0,-73.98097,1,1.0,1.0,268
48674,96.0,-73.83095,2,1.0,1.0,88
47485,54.0,-73.91875,0,7.0,4.0,365
34290,6.0,-73.93071,1,1.0,4.0,53
10421,56.0,-73.92439,1,1.0,1.0,0
31344,21.0,-73.90658,1,2.0,3.0,0
30123,0.0,-73.97503,0,1.0,1.0,0
40079,56.0,-73.92876,0,2.0,2.0,310
4168,2.0,-73.95203,0,3.0,3.0,341
40070,96.0,-74.08197,0,1.0,1.0,363
4859,44.0,-73.91437,1,7.0,1.0,0
2213,12.0,-73.96124,1,3.0,1.0,104
46634,46.0,-73.77739,1,1.0,3.0,22
32129,39.0,-73.92342,0,1.0,1.0,0
38195,54.0,-73.92953,1,1.0,3.0,87
20638,32.0,-73.992,0,3.0,1.0,0
16214,26.0,-73.97593,2,2.0,2.0,0
628,26.0,-73.98186,1,13.0,4.0,325
11178,8.0,-73.97435,1,1.0,1.0,0
33597,1.0,-73.98323,0,3.0,1.0,70
19533,8.0,-73.97231,1,5.0,1.0,0
4976,16.0,-73.97593,1,2.0,1.0,0
33571,23.0,-73.98935,1,1.0,1.0,0
16656,12.0,-73.94472,0,1.0,2.0,0
9798,20.0,-73.9415,1,5.0,1.0,0
25768,3.0,-73.9605,0,2.0,1.0,0
36936,19.0,-73.98441,0,1.0,2.0,90
42408,6.0,-73.93167,1,2.0,1.0,86
21197,12.0,-73.95503,1,4.0,1.0,0
18331,11.0,-74.00546,1,2.0,1.0,67
31838,12.0,-73.9562,1,2.0,1.0,77
8899,6.0,-73.93581,1,4.0,1.0,97
16077,56.0,-73.91875,0,2.0,2.0,0
30548,8.0,-73.97802,0,13.0,3.0,242
23529,15.0,-73.95535,0,8.0,1.0,0
25021,96.0,-73.91406,0,1.0,4.0,334
20315,96.0,-73.75437,0,1.0,2.0,341
2984,23.0,-73.98519,1,2.0,1.0,350
14067,96.0,-73.99822,1,2.0,1.0,0
32206,6.0,-73.91651,1,3.0,1.0,316
5633,6.0,-73.94735,0,2.0,4.0,335
21993,22.0,-73.95522,0,4.0,3.0,0
6366,33.0,-73.99539,1,3.0,1.0,0
22096,4.0,-73.94283,0,2.0,1.0,0
37954,28.0,-73.95182,1,13.0,4.0,338
8161,28.0,-73.95193,1,1.0,1.0,0
6542,12.0,-73.95736,1,13.0,1.0,295
38371,81.0,-73.87553,0,13.0,4.0,1
36276,4.0,-73.94239,2,1.0,2.0,64
11127,30.0,-73.93959,0,3.0,1.0,0
15298,12.0,-73.94421,0,1.0,1.0,357
40350,39.0,-73.91393,1,2.0,1.0,310
32228,18.0,-73.92472,0,1.0,2.0,270
28360,21.0,-73.91531,0,2.0,1.0,0
45532,7.0,-73.98749,2,1.0,4.0,365
26518,17.0,-73.98301,1,2.0,1.0,135
41193,2.0,-73.9412,0,1.0,3.0,72
14922,2.0,-73.93885,0,2.0,2.0,363
20632,12.0,-73.9487,1,2.0,1.0,0
21063,7.0,-73.98565,0,13.0,4.0,121
3918,6.0,-73.9344,2,5.0,3.0,258
31427,39.0,-73.92076,0,1.0,4.0,262
22557,19.0,-73.97911,1,5.0,1.0,0
1282,23.0,-73.98975,1,1.0,1.0,111
28392,37.0,-73.79576,0,2.0,4.0,3
39292,15.0,-73.9404,0,1.0,1.0,0
23829,6.0,-73.92183,0,2.0,1.0,0
5488,36.0,-73.99415,1,4.0,1.0,0
2008,21.0,-73.91957,1,3.0,1.0,248
33857,31.0,-73.90471,0,13.0,4.0,39
20664,30.0,-73.93891,1,7.0,1.0,0
3025,15.0,-73.95741,0,1.0,1.0,58
332,32.0,-73.99771,1,3.0,2.0,106
29434,77.0,-74.00401,1,13.0,4.0,365
12681,0.0,-73.97057,1,7.0,1.0,59
1900,14.0,-73.99514,0,3.0,2.0,18
17737,2.0,-73.9505,1,13.0,2.0,296
1175,14.0,-74.00009,2,1.0,2.0,0
13480,20.0,-73.95478,1,2.0,1.0,0
41064,8.0,-73.98717,1,13.0,4.0,341
29911,2.0,-73.93771,1,4.0,1.0,128
23607,6.0,-73.9534,0,2.0,1.0,0
31049,6.0,-73.93805,1,1.0,2.0,257
27118,2.0,-73.95006,1,5.0,3.0,88
45610,1.0,-73.98233,1,2.0,1.0,231
13534,6.0,-73.94877,1,2.0,1.0,231
32710,33.0,-73.99806,0,2.0,1.0,0
26137,26.0,-73.97915,1,13.0,4.0,156
45273,44.0,-73.9067,1,2.0,1.0,11
36887,14.0,-73.99734,1,13.0,4.0,263
39566,8.0,-73.98255,0,1.0,4.0,49
7033,20.0,-73.94733,1,1.0,1.0,0
44512,6.0,-73.95343,1,13.0,1.0,191
24731,12.0,-73.9486,0,5.0,1.0,0
47571,12.0,-73.96301,1,5.0,1.0,213
5070,29.0,-73.96694,1,2.0,1.0,2
45857,34.0,-73.99279,0,13.0,1.0,192
42863,7.0,-73.99682,0,1.0,4.0,333
13182,6.0,-73.93826,0,1.0,4.0,365
19219,96.0,-73.86486,0,5.0,2.0,328
24553,15.0,-73.92477,0,2.0,1.0,22
22530,2.0,-73.95048,0,3.0,1.0,0
17089,79.0,-73.99524,1,2.0,1.0,65
27680,21.0,-73.91386,2,1.0,2.0,0
1219,3.0,-73.96481,1,13.0,1.0,0
15703,2.0,-73.94029,0,1.0,1.0,0
5367,19.0,-73.98501,1,6.0,1.0,0
18424,4.0,-73.94869,1,2.0,1.0,243
44337,1.0,-73.987,1,2.0,1.0,0
13685,7.0,-73.99403,0,1.0,1.0,322
40652,96.0,-73.76935,0,1.0,3.0,350
5841,7.0,-73.98589,1,1.0,1.0,0
15044,12.0,-73.96866,1,3.0,1.0,0
22494,30.0,-73.93095,0,2.0,1.0,24
45735,87.0,-73.86509,0,1.0,4.0,106
13268,6.0,-73.94839,0,13.0,4.0,249
31111,28.0,-73.95212,1,2.0,1.0,0
39375,8.0,-73.97967,1,3.0,1.0,52
1276,20.0,-73.95153,0,1.0,1.0,365
30822,12.0,-73.95675,0,10.0,1.0,0
44284,96.0,-73.88688,1,1.0,1.0,360
30946,10.0,-73.9906,1,5.0,2.0,0
34133,31.0,-73.90443,0,13.0,4.0,30
35870,1.0,-73.96507,1,13.0,4.0,364
29941,96.0,-73.98552,1,13.0,2.0,138
5329,6.0,-73.93599,0,3.0,1.0,0
42221,19.0,-73.98283,1,1.0,1.0,70
14493,12.0,-73.94939,0,1.0,1.0,0
23063,8.0,-73.96797,0,7.0,1.0,0
35273,39.0,-73.92127,0,13.0,4.0,251
12033,30.0,-73.94046,0,1.0,1.0,1
34062,44.0,-73.90721,1,2.0,1.0,0
33559,1.0,-73.97334,0,2.0,1.0,0
43389,6.0,-73.91503,0,1.0,2.0,177
11671,54.0,-73.93784,1,1.0,4.0,231
42007,7.0,-73.98752,1,13.0,4.0,327
36625,15.0,-73.95177,1,2.0,2.0,2
26007,44.0,-73.90291,1,13.0,2.0,141
42363,56.0,-73.91548,0,4.0,1.0,114
38700,19.0,-73.98415,1,13.0,4.0,359
10343,7.0,-73.99347,0,3.0,2.0,0
47021,22.0,-73.96425,1,2.0,1.0,4
4305,83.0,-73.87542,1,6.0,1.0,30
26874,15.0,-73.96194,0,10.0,1.0,0
9301,10.0,-73.98725,1,7.0,1.0,0
2530,0.0,-73.97851,1,3.0,1.0,321
31005,6.0,-73.93399,0,6.0,1.0,21
12753,11.0,-74.00582,1,1.0,1.0,0
17432,4.0,-73.94995,1,3.0,2.0,0
20230,4.0,-73.94191,0,5.0,1.0,0
17756,2.0,-73.94843,1,4.0,1.0,0
19182,96.0,-73.89761,0,2.0,2.0,0
42655,14.0,-74.00213,1,4.0,1.0,15
41817,7.0,-73.9948,1,1.0,2.0,133
37644,21.0,-73.90815,2,2.0,1.0,0
17318,28.0,-73.95533,1,13.0,4.0,126
3279,29.0,-73.96385,1,6.0,1.0,0
34118,3.0,-73.96112,1,1.0,4.0,365
23327,16.0,-73.98439,0,7.0,2.0,0
14976,13.0,-73.97516,0,4.0,3.0,193
7789,6.0,-73.95136,0,7.0,1.0,0
27415,12.0,-73.94378,0,3.0,1.0,0
34835,37.0,-73.81971,0,1.0,4.0,362
47476,6.0,-73.93626,0,2.0,1.0,358
6013,96.0,-73.82588,1,3.0,2.0,327
12591,12.0,-73.95421,0,3.0,1.0,0
47753,96.0,-73.90101,1,1.0,1.0,88
4246,19.0,-73.98337,0,3.0,1.0,365
32437,96.0,-73.90075,1,1.0,2.0,257
42923,4.0,-73.94413,1,1.0,1.0,0
13729,14.0,-73.99376,0,1.0,1.0,0
28882,25.0,-73.92887,0,2.0,2.0,72
33921,7.0,-73.99917,1,2.0,1.0,0
34042,34.0,-73.98979,0,13.0,2.0,311
4538,11.0,-74.00445,1,3.0,1.0,0
32946,8.0,-73.97997,1,2.0,1.0,0
40898,12.0,-73.95868,0,1.0,1.0,0
30446,12.0,-73.94965,0,2.0,2.0,7
26907,6.0,-73.95014,1,4.0,1.0,91
48629,96.0,-73.84657,0,3.0,4.0,177
45102,96.0,-73.89567,0,1.0,4.0,365
39061,28.0,-73.94524,1,3.0,1.0,0
15750,56.0,-73.91182,1,5.0,1.0,363
15937,19.0,-73.98665,1,1.0,2.0,178
36983,80.0,-73.92251,0,3.0,1.0,67
2902,54.0,-73.94999,1,13.0,1.0,122
37287,6.0,-73.91711,0,4.0,1.0,9
38510,96.0,-73.96286,2,1.0,1.0,85
19175,2.0,-73.94656,0,3.0,2.0,203
24079,1.0,-73.97066,1,4.0,1.0,178
17782,3.0,-73.96631,1,5.0,1.0,92
23127,12.0,-73.94822,0,4.0,2.0,36
8393,26.0,-73.98085,1,2.0,1.0,0
44354,7.0,-73.9945,1,1.0,2.0,267
7481,21.0,-73.92218,0,2.0,1.0,0
40333,30.0,-73.92912,0,3.0,1.0,0
47987,9.0,-73.9982,1,4.0,1.0,36
3136,12.0,-73.96833,0,1.0,2.0,100
5746,28.0,-73.9573,1,2.0,1.0,248
41963,12.0,-73.96449,0,13.0,1.0,87
18972,6.0,-73.9497,1,2.0,1.0,93
48817,25.0,-73.94194,1,3.0,1.0,13
40186,31.0,-73.90782,0,13.0,4.0,209
13398,12.0,-73.95978,0,1.0,1.0,0
43143,8.0,-73.97575,1,13.0,1.0,74
19607,2.0,-73.95092,1,3.0,1.0,0
31754,31.0,-73.90844,0,1.0,1.0,0
48256,25.0,-73.94175,1,5.0,1.0,15
14128,30.0,-73.93024,0,1.0,1.0,90
36429,12.0,-73.95656,1,2.0,1.0,249
1163,13.0,-73.97691,1,4.0,2.0,34
10591,19.0,-73.98545,1,1.0,1.0,0
43981,12.0,-73.94467,0,13.0,3.0,333
36005,6.0,-73.95657,2,1.0,4.0,365
