,neighbourhood,longitude,room_type,minimum_nights,calculated_host_listings_count,availability_365
37812,16.0,-73.97332,1,10.0,1.0,264
6633,28.0,-73.95175,0,1.0,1.0,0
313,12.0,-73.9597,1,1.0,2.0,215
18528,21.0,-73.92241,0,1.0,1.0,0
12048,56.0,-73.90577,1,13.0,1.0,67
47923,1.0,-73.96487,1,13.0,1.0,246
5961,19.0,-73.98231,1,2.0,1.0,0
4635,2.0,-73.94186,1,5.0,1.0,0
46704,96.0,-73.77752,1,1.0,1.0,178
28279,12.0,-73.94385,1,2.0,1.0,297
4457,28.0,-73.9457,0,1.0,1.0,0
12172,3.0,-73.96536,1,2.0,1.0,327
15774,1.0,-73.97351,1,1.0,1.0,0
4194,19.0,-73.98259,0,4.0,1.0,0
27156,20.0,-73.95937,1,5.0,1.0,0
4497,2.0,-73.94665,0,13.0,1.0,138
44620,71.0,-73.98652,1,13.0,4.0,338
14401,23.0,-73.99192,1,1.0,1.0,0
45775,12.0,-73.95064,0,2.0,1.0,84
29578,8.0,-73.98684,0,13.0,1.0,365
47920,21.0,-73.91703,1,2.0,3.0,155
41095,15.0,-73.95043,0,1.0,1.0,75
26552,8.0,-73.98814,1,13.0,4.0,313
4650,22.0,-73.95847,1,1.0,1.0,0
8223,68.0,-73.98669,1,2.0,1.0,0
41834,12.0,-73.94684,0,1.0,2.0,151
32659,28.0,-73.9576,1,2.0,1.0,1
10183,25.0,-73.95521,1,2.0,1.0,0
23378,25.0,-73.93154,0,2.0,2.0,0
12609,8.0,-73.99056,1,4.0,1.0,0
13700,3.0,-73.96367,1,1.0,1.0,0
38146,56.0,-73.92461,1,1.0,2.0,2
36814,35.0,-73.92479,0,2.0,1.0,275
3063,11.0,-74.00215,1,10.0,1.0,3
45658,8.0,-73.96817,1,13.0,3.0,347
2115,12.0,-73.95696,1,2.0,1.0,364
12662,14.0,-74.00528,1,2.0,1.0,0
7880,30.0,-73.94045,1,2.0,1.0,0
39710,61.0,-73.73605,1,2.0,1.0,14
41096,28.0,-73.96862,1,1.0,1.0,0
35038,6.0,-73.93912,2,1.0,4.0,85
248,21.0,-73.9171,1,3.0,1.0,68
39652,11.0,-74.00328,1,3.0,3.0,115
36393,6.0,-73.95906,0,2.0,3.0,25
7627,12.0,-73.95152,0,1.0,1.0,0
38288,8.0,-73.96311,1,4.0,1.0,265
24246,0.0,-73.9807,1,2.0,1.0,0
29141,6.0,-73.91719,1,1.0,1.0,28
38113,23.0,-73.99163,1,3.0,1.0,158
12628,6.0,-73.92318,0,10.0,1.0,0
26634,20.0,-73.95202,1,1.0,1.0,0
12967,19.0,-73.98384,0,3.0,1.0,0
5231,14.0,-74.00035,1,2.0,1.0,0
32386,10.0,-73.98546,0,13.0,1.0,342
42045,5.0,-73.97592,1,13.0,4.0,342
83,22.0,-73.96323,1,6.0,1.0,38
16250,2.0,-73.94264,0,3.0,1.0,0
2053,33.0,-73.99878,1,6.0,1.0,24
33683,19.0,-73.98362,1,1.0,2.0,101
20938,85.0,-73.77109,0,2.0,1.0,59
29196,22.0,-73.95684,0,3.0,1.0,0
22633,2.0,-73.94581,0,13.0,4.0,202
47597,7.0,-73.98728,1,2.0,1.0,125
36428,14.0,-73.99905,1,4.0,2.0,0
42020,31.0,-73.90654,0,13.0,4.0,94
43730,12.0,-73.96112,1,2.0,1.0,4
15460,96.0,-73.85648,0,2.0,2.0,150
26760,16.0,-73.98621,1,2.0,2.0,0
18700,4.0,-73.94305,0,3.0,4.0,0
31244,12.0,-73.95623,1,2.0,1.0,93
23518,63.0,-73.8474,1,13.0,1.0,66
41344,15.0,-73.92146,0,3.0,1.0,152
34032,12.0,-73.92921,0,13.0,1.0,88
12829,28.0,-73.94968,1,3.0,1.0,0
39158,27.0,-74.00151,1,4.0,1.0,90
18388,83.0,-73.87804,0,1.0,2.0,127
30370,21.0,-73.93153,1,3.0,1.0,38
15192,96.0,-73.90929,0,2.0,4.0,280
39654,96.0,-73.86084,0,2.0,1.0,0
34339,1.0,-73.9651,1,3.0,4.0,204
19652,28.0,-73.95557,1,3.0,1.0,0
8713,12.0,-73.95694,1,2.0,1.0,0
23530,6.0,-73.9266,0,2.0,1.0,0
24350,46.0,-73.76869,0,1.0,2.0,177
4191,14.0,-73.99629,1,13.0,1.0,0
21763,12.0,-73.94126,0,2.0,1.0,0
14832,1.0,-73.96129,1,13.0,4.0,334
25803,2.0,-73.93647,0,3.0,1.0,200
38127,15.0,-73.94414,0,2.0,3.0,78
48477,68.0,-73.9819,1,10.0,1.0,33
12286,11.0,-74.00242,1,1.0,1.0,0
16079,15.0,-73.93073,1,3.0,4.0,259
45001,71.0,-73.98724,0,1.0,4.0,343
21095,17.0,-73.97493,1,1.0,1.0,127
17893,12.0,-73.96029,0,5.0,1.0,0
39262,37.0,-73.83281,0,1.0,4.0,137
8343,30.0,-73.94283,0,1.0,1.0,280
5960,56.0,-73.91198,1,2.0,1.0,90
21189,2.0,-73.94579,0,3.0,1.0,87
31534,8.0,-73.97174,0,5.0,1.0,0
3853,2.0,-73.94117,1,3.0,1.0,35
47881,7.0,-73.99764,0,2.0,1.0,20
38831,8.0,-73.97609,1,7.0,1.0,0
8741,39.0,-73.91997,1,1.0,1.0,0
22095,2.0,-73.94142,0,1.0,1.0,0
32566,34.0,-73.98264,1,4.0,2.0,6
44791,6.0,-73.91423,0,2.0,4.0,350
44836,25.0,-73.93703,0,1.0,4.0,350
27136,4.0,-73.94915,0,2.0,2.0,40
723,15.0,-73.95231,0,2.0,1.0,98
12324,13.0,-73.97777,1,1.0,1.0,0
29002,12.0,-73.95695,1,4.0,1.0,0
23904,12.0,-73.94882,0,4.0,1.0,7
5172,6.0,-73.94058,0,2.0,2.0,0
27121,4.0,-73.94144,1,2.0,1.0,41
13858,79.0,-74.00011,0,2.0,1.0,20
2295,68.0,-73.98455,1,4.0,1.0,11
22988,15.0,-73.93619,0,1.0,1.0,0
14073,15.0,-73.95959,1,13.0,1.0,0
4640,79.0,-73.99434,1,13.0,4.0,365
35781,96.0,-73.89294,1,2.0,2.0,309
47154,8.0,-73.97636,0,3.0,2.0,24
46165,1.0,-73.98445,1,2.0,1.0,47
21790,56.0,-73.92464,1,1.0,1.0,273
5570,21.0,-73.92864,0,2.0,1.0,288
29910,52.0,-73.99437,1,6.0,4.0,52
39916,6.0,-73.92229,0,1.0,2.0,0
31277,2.0,-73.94574,1,2.0,1.0,190
40159,45.0,-73.959,0,1.0,1.0,0
41032,6.0,-73.95233,0,5.0,2.0,0
39878,15.0,-73.93276,0,13.0,1.0,0
44683,1.0,-73.97314,0,3.0,1.0,0
6502,28.0,-73.95702,0,13.0,1.0,365
31519,1.0,-73.97857,1,1.0,3.0,89
34370,96.0,-73.96381,0,1.0,1.0,0
5078,28.0,-73.95992,1,13.0,4.0,333
26541,96.0,-73.82284,1,2.0,1.0,179
42139,6.0,-73.94253,1,3.0,1.0,301
18053,21.0,-73.90546,0,2.0,1.0,84
23018,56.0,-73.90807,0,2.0,2.0,338
14446,18.0,-73.92162,0,2.0,1.0,0
39786,22.0,-73.96246,0,13.0,1.0,90
18577,2.0,-73.94864,0,2.0,1.0,56
20402,59.0,-73.90575,0,4.0,2.0,0
12936,21.0,-73.91264,0,10.0,1.0,0
3777,52.0,-73.99677,1,3.0,1.0,0
4974,68.0,-73.98985,1,4.0,1.0,4
431,8.0,-73.96245,1,2.0,1.0,236
26537,6.0,-73.95754,0,3.0,2.0,0
13293,5.0,-73.97913,0,13.0,1.0,96
31768,27.0,-73.99961,1,3.0,1.0,37
30477,2.0,-73.95463,0,1.0,2.0,153
23187,96.0,-73.76651,0,1.0,4.0,84
8313,25.0,-73.93717,0,7.0,1.0,0
39208,6.0,-73.95801,0,13.0,4.0,199
6324,12.0,-73.95344,1,1.0,1.0,0
30639,2.0,-73.9455,0,1.0,2.0,57
26247,37.0,-73.82323,0,1.0,2.0,0
41923,12.0,-73.9391,1,2.0,1.0,292
17026,6.0,-73.91484,0,13.0,4.0,115
44214,7.0,-73.99994,0,13.0,2.0,140
11195,16.0,-73.98195,1,5.0,2.0,0
27001,5.0,-73.97868,0,2.0,3.0,293
35785,6.0,-73.93641,1,3.0,2.0,179
29859,15.0,-73.93653,0,1.0,1.0,0
11238,82.0,-73.96264,1,13.0,4.0,284
30114,20.0,-73.95691,1,2.0,1.0,48
23433,4.0,-73.94348,0,3.0,1.0,263
48627,96.0,-73.84653,1,3.0,4.0,169
15631,1.0,-73.96632,1,5.0,2.0,185
21582,7.0,-73.99266,0,1.0,1.0,45
32390,21.0,-73.90687,1,3.0,1.0,5
33479,3.0,-73.96446,1,1.0,1.0,0
43181,7.0,-73.98785,0,1.0,1.0,77
12736,6.0,-73.95187,1,2.0,2.0,89
5321,6.0,-73.9151,1,10.0,1.0,0
30759,83.0,-73.87977,1,3.0,1.0,302
23045,2.0,-73.94055,0,2.0,1.0,0
29633,28.0,-73.95327,1,7.0,1.0,0
45875,14.0,-74.00747,1,3.0,4.0,177
32285,53.0,-73.99818,2,1.0,3.0,354
9162,12.0,-73.92999,1,4.0,1.0,138
10628,0.0,-73.97947,1,1.0,2.0,0
45544,1.0,-73.97099,1,3.0,1.0,357
28057,31.0,-73.89534,1,1.0,1.0,320
37053,12.0,-73.95529,1,5.0,1.0,0
42325,96.0,-73.79059,1,3.0,1.0,329
48137,52.0,-73.99843,1,1.0,1.0,363
4705,15.0,-73.94839,1,2.0,1.0,306
8522,14.0,-73.99226,1,3.0,1.0,24
37771,31.0,-73.89961,0,13.0,4.0,1
23342,96.0,-74.11707,0,2.0,3.0,207
11764,16.0,-73.97538,0,5.0,2.0,292
38358,14.0,-73.99213,1,2.0,2.0,0
1555,24.0,-73.95275,0,5.0,3.0,365
24628,49.0,-73.9138,1,2.0,1.0,305
43402,71.0,-73.98583,1,13.0,4.0,333
24026,6.0,-73.95795,0,2.0,1.0,0
23220,14.0,-73.9955,1,2.0,1.0,0
26304,96.0,-73.89315,1,7.0,1.0,1
6513,12.0,-73.96335,1,2.0,1.0,204
11368,14.0,-73.99706,1,1.0,1.0,0
18683,4.0,-73.93454,0,2.0,1.0,32
38320,1.0,-73.96696,1,13.0,4.0,234
47310,2.0,-73.93946,0,1.0,1.0,45
33013,4.0,-73.93335,1,1.0,1.0,90
1997,24.0,-73.95956,0,1.0,1.0,2
26103,6.0,-73.95085,0,1.0,2.0,0
32882,46.0,-73.78342,0,2.0,1.0,331
36177,73.0,-73.95879,1,13.0,4.0,365
42404,55.0,-74.0894,0,3.0,3.0,61
25057,79.0,-74.00108,1,3.0,1.0,195
9992,8.0,-73.97136,1,5.0,1.0,0
9056,14.0,-73.99256,1,13.0,1.0,0
35431,2.0,-73.95501,1,2.0,1.0,11
32344,6.0,-73.94633,1,1.0,4.0,158
19966,25.0,-73.93119,0,1.0,1.0,0
18446,19.0,-73.97938,1,5.0,1.0,156
43146,13.0,-73.97352,1,4.0,1.0,179
20586,12.0,-73.93959,0,1.0,2.0,89
1558,79.0,-73.99328,1,13.0,2.0,5
33393,6.0,-73.9543,0,3.0,1.0,101
42433,28.0,-73.94646,1,13.0,4.0,332
5081,68.0,-73.98062,1,13.0,4.0,331
8201,6.0,-73.9574,0,3.0,1.0,0
21112,6.0,-73.94302,1,3.0,1.0,258
20204,6.0,-73.93283,1,2.0,1.0,83
12322,7.0,-73.99096,1,1.0,1.0,0
13004,1.0,-73.98948,1,13.0,1.0,0
48572,3.0,-73.96073,2,1.0,4.0,345
738,0.0,-73.97296,0,2.0,1.0,347
18718,14.0,-73.992,1,13.0,4.0,349
709,43.0,-74.01345,0,7.0,1.0,307
9464,6.0,-73.935,1,1.0,1.0,0
35829,39.0,-73.92288,0,2.0,4.0,355
15031,20.0,-73.94494,1,6.0,2.0,0
20856,28.0,-73.96583,1,5.0,1.0,92
5098,15.0,-73.94408,1,1.0,1.0,295
46554,7.0,-73.98755,1,3.0,1.0,42
33659,81.0,-73.87247,1,13.0,1.0,242
16604,26.0,-73.97663,1,2.0,1.0,0
11020,12.0,-73.95523,1,10.0,1.0,0
26406,1.0,-73.97142,1,13.0,4.0,161
41823,44.0,-73.90741,0,13.0,4.0,330
27770,77.0,-74.00386,1,13.0,3.0,335
10921,7.0,-73.99665,1,2.0,1.0,0
9786,8.0,-73.9781,0,2.0,1.0,263
29885,28.0,-73.95062,1,3.0,1.0,5
1111,77.0,-74.00988,1,10.0,1.0,0
22874,22.0,-73.9593,1,13.0,1.0,4
24148,10.0,-73.98609,1,2.0,1.0,93
11180,90.0,-74.03164,1,2.0,1.0,291
28435,12.0,-73.95031,0,1.0,1.0,0
11259,96.0,-73.83015,1,1.0,1.0,90
18707,31.0,-73.90684,0,2.0,2.0,0
14200,15.0,-73.96076,0,1.0,1.0,0
26353,6.0,-73.93014,1,2.0,2.0,272
35648,20.0,-73.95716,0,3.0,1.0,0
23452,96.0,-73.78856,1,2.0,1.0,166
6824,34.0,-73.98168,0,1.0,1.0,0
19663,7.0,-73.98846,0,1.0,2.0,152
44492,96.0,-74.09522,1,2.0,1.0,231
3116,77.0,-74.00678,1,3.0,1.0,348
47094,1.0,-73.97011,1,13.0,1.0,266
20089,79.0,-74.001,0,1.0,3.0,292
18476,19.0,-73.98667,0,2.0,1.0,0
27217,6.0,-73.93192,0,1.0,1.0,0
42484,27.0,-74.00156,0,1.0,3.0,53
30729,12.0,-73.94044,0,2.0,1.0,0
25071,28.0,-73.9524,1,1.0,1.0,0
6956,4.0,-73.94318,1,5.0,1.0,151
33492,21.0,-73.90685,0,5.0,1.0,17
22177,32.0,-73.99329,0,2.0,1.0,363
26176,3.0,-73.96003,1,3.0,1.0,0
38576,96.0,-73.86389,1,2.0,2.0,97
12896,7.0,-73.99378,1,2.0,1.0,0
26625,13.0,-73.97346,0,5.0,1.0,0
11000,23.0,-73.98924,1,6.0,1.0,0
30310,15.0,-73.94051,1,2.0,1.0,0
34066,12.0,-73.95611,0,4.0,1.0,5
17834,24.0,-73.95965,1,3.0,2.0,154
7162,28.0,-73.95653,1,4.0,1.0,0
40291,3.0,-73.96839,1,13.0,1.0,0
40727,12.0,-73.96341,1,5.0,2.0,107
30007,96.0,-73.86683,1,4.0,1.0,106
4461,14.0,-73.9968,1,13.0,4.0,234
35342,46.0,-73.78204,1,3.0,1.0,51
1549,6.0,-73.94103,1,4.0,1.0,246
38283,20.0,-73.95439,0,7.0,2.0,0
38656,2.0,-73.94696,1,2.0,1.0,12
26830,49.0,-73.90406,0,2.0,1.0,363
24757,13.0,-73.97352,1,1.0,1.0,0
4068,6.0,-73.94694,0,1.0,1.0,0
28839,44.0,-73.90666,2,13.0,4.0,7
16933,12.0,-73.95675,1,2.0,2.0,230
18335,16.0,-73.97829,1,2.0,1.0,269
33634,6.0,-73.95896,0,10.0,1.0,17
19712,15.0,-73.96286,1,1.0,1.0,257
24010,23.0,-73.99251,1,5.0,1.0,45
23794,8.0,-73.98768,1,4.0,1.0,320
31102,96.0,-73.98468,0,3.0,1.0,0
25639,6.0,-73.9448,0,2.0,3.0,350
21880,5.0,-73.97771,1,13.0,1.0,0
20726,14.0,-74.00055,1,4.0,1.0,0
30061,20.0,-73.94074,1,1.0,2.0,0
27343,6.0,-73.91283,0,1.0,1.0,0
11879,1.0,-73.9862,0,1.0,3.0,365
3803,56.0,-73.9236,2,1.0,1.0,0
3566,12.0,-73.94355,1,2.0,1.0,171
5174,21.0,-73.91204,0,5.0,2.0,0
38387,28.0,-73.95652,2,2.0,1.0,39
31936,46.0,-73.78826,0,2.0,4.0,179
26317,21.0,-73.91015,0,1.0,1.0,0
48020,12.0,-73.96667,0,2.0,4.0,211
6707,12.0,-73.94244,0,1.0,1.0,0
22476,54.0,-73.95199,1,1.0,1.0,259
462,12.0,-73.96665,0,3.0,3.0,0
24060,4.0,-73.94506,0,3.0,2.0,125
32721,11.0,-74.00418,1,2.0,1.0,48
10969,14.0,-74.00102,1,7.0,1.0,0
16281,2.0,-73.94085,1,1.0,1.0,0
36403,15.0,-73.94378,1,2.0,2.0,20
6271,7.0,-73.99286,0,4.0,1.0,0
32056,59.0,-73.89756,1,2.0,1.0,356
10381,96.0,-73.89365,0,2.0,1.0,283
5246,44.0,-73.90008,0,2.0,1.0,1
1429,7.0,-73.9998,1,13.0,2.0,33
11768,11.0,-74.00378,1,13.0,4.0,241
27232,12.0,-73.96268,0,2.0,1.0,0
43866,2.0,-73.94477,0,2.0,1.0,227
19655,7.0,-73.98963,0,2.0,1.0,0
33,2.0,-73.95318,0,3.0,3.0,359
41878,4.0,-73.93632,0,1.0,1.0,2
32213,6.0,-73.94827,0,3.0,1.0,0
45395,61.0,-73.73462,1,1.0,1.0,15
5233,12.0,-73.94945,1,5.0,1.0,238
17155,6.0,-73.9478,0,1.0,1.0,0
42579,2.0,-73.95229,0,4.0,1.0,4
1550,13.0,-73.97622,0,2.0,2.0,364
1888,79.0,-73.99361,1,10.0,2.0,176
36479,9.0,-73.99737,0,2.0,1.0,315
10217,23.0,-73.9868,0,3.0,1.0,0
39186,25.0,-73.94069,1,4.0,1.0,0
15381,20.0,-73.9548,1,13.0,1.0,365
34993,4.0,-73.941,2,2.0,4.0,120
5221,1.0,-73.98058,0,1.0,1.0,0
9414,38.0,-73.98837,1,2.0,1.0,0
22833,29.0,-73.96669,1,2.0,1.0,146
17176,8.0,-73.97351,0,2.0,1.0,0
42236,6.0,-73.94451,0,7.0,2.0,4
28696,5.0,-73.97484,1,5.0,1.0,0
43132,21.0,-73.90713,0,1.0,1.0,337
18916,15.0,-73.9175,1,2.0,1.0,74
38818,54.0,-73.92964,0,1.0,3.0,364
14697,7.0,-73.99228,1,1.0,1.0,273
28765,1.0,-73.98242,1,13.0,4.0,340
2227,6.0,-73.95851,1,13.0,1.0,205
5471,8.0,-73.98014,0,3.0,1.0,214
47701,28.0,-73.95062,1,1.0,1.0,7
20879,15.0,-73.95311,1,3.0,2.0,244
2207,2.0,-73.94196,1,7.0,1.0,231
19062,14.0,-73.99365,0,1.0,1.0,90
14273,12.0,-73.92695,0,2.0,1.0,2
9023,23.0,-73.98477,1,2.0,1.0,0
35841,7.0,-73.99578,0,7.0,4.0,352
40362,96.0,-73.89134,0,1.0,3.0,81
15679,2.0,-73.94273,0,4.0,2.0,122
33875,1.0,-73.96935,1,13.0,4.0,311
39656,86.0,-74.07666,1,2.0,1.0,296
6165,68.0,-73.98212,1,13.0,4.0,344
47946,5.0,-73.97718,1,3.0,1.0,341
39637,7.0,-73.99259,1,2.0,1.0,0
36647,44.0,-73.91125,1,2.0,1.0,5
10048,36.0,-73.99498,1,2.0,1.0,0
6454,20.0,-73.9541,1,1.0,1.0,0
6052,6.0,-73.92834,1,2.0,1.0,211
239,8.0,-73.96071,1,4.0,1.0,0
616,7.0,-73.99675,1,13.0,1.0,292
9831,2.0,-73.94962,1,1.0,1.0,10
38813,14.0,-74.0026,1,13.0,4.0,285
8362,7.0,-73.99774,0,2.0,1.0,26
35765,45.0,-73.96393,0,4.0,1.0,38
3284,12.0,-73.94093,0,13.0,1.0,0
41268,66.0,-73.91081,2,1.0,1.0,0
40817,2.0,-73.94996,0,1.0,1.0,125
3638,14.0,-73.99708,1,4.0,1.0,0
26032,42.0,-73.92701,0,2.0,4.0,1
48381,6.0,-73.94133,0,1.0,2.0,20
36230,19.0,-73.98588,1,3.0,1.0,45
44159,7.0,-73.98414,1,2.0,1.0,10
19647,4.0,-73.94213,0,5.0,1.0,110
43704,12.0,-73.95598,1,1.0,1.0,86
22498,6.0,-73.94156,1,4.0,1.0,0
11141,22.0,-73.95305,0,2.0,1.0,249
30145,96.0,-74.0063,1,3.0,1.0,0
41046,30.0,-73.94256,0,3.0,1.0,1
7278,90.0,-74.02811,0,13.0,2.0,317
32891,43.0,-74.00847,1,13.0,4.0,170
25607,2.0,-73.9457,0,3.0,1.0,178
37056,30.0,-73.94461,0,2.0,2.0,27
34359,11.0,-74.00175,1,2.0,1.0,0
43,8.0,-73.97927,0,4.0,1.0,273
47268,21.0,-73.93909,2,13.0,4.0,357
36660,6.0,-73.93992,0,2.0,4.0,308
43481,21.0,-73.90857,1,6.0,1.0,19
36026,19.0,-73.98184,0,2.0,1.0,0
46284,4.0,-73.93291,0,2.0,1.0,21
10137,14.0,-73.99848,1,3.0,1.0,125
15712,12.0,-73.94071,0,1.0,1.0,0
46918,7.0,-73.98867,1,1.0,3.0,222
6700,7.0,-73.98745,1,2.0,1.0,0
14657,6.0,-73.94266,0,1.0,4.0,189
16601,11.0,-74.00461,1,2.0,1.0,0
312,12.0,-73.96101,1,4.0,1.0,71
44905,2.0,-73.94444,1,2.0,1.0,52
37808,25.0,-73.93044,1,13.0,1.0,177
12903,28.0,-73.95505,1,4.0,1.0,0
25896,52.0,-73.9958,0,2.0,1.0,0
7876,6.0,-73.95237,0,3.0,1.0,0
32474,12.0,-73.95957,0,2.0,2.0,86
13927,96.0,-74.00164,1,7.0,1.0,0
11642,71.0,-73.9845,1,13.0,4.0,333
11378,6.0,-73.94142,1,5.0,2.0,347
39551,96.0,-73.90951,0,4.0,1.0,66
11131,6.0,-73.9506,1,4.0,2.0,0
29457,19.0,-73.98867,0,13.0,1.0,0
16156,21.0,-73.91265,0,3.0,1.0,189
33801,6.0,-73.93248,0,13.0,4.0,244
5278,5.0,-73.97196,1,13.0,4.0,340
13238,96.0,-73.86498,0,13.0,2.0,110
6062,2.0,-73.95663,0,2.0,1.0,363
5694,12.0,-73.95682,0,2.0,1.0,0
32041,2.0,-73.95181,1,3.0,2.0,150
8910,13.0,-73.97409,1,4.0,1.0,146
6760,21.0,-73.91402,0,4.0,2.0,0
42588,51.0,-73.94893,1,4.0,1.0,33
41687,56.0,-73.91366,0,1.0,4.0,313
40306,16.0,-73.98475,0,2.0,1.0,0
38845,6.0,-73.91811,1,3.0,1.0,44
2117,8.0,-73.96487,1,3.0,1.0,244
14084,67.0,-73.97458,2,3.0,2.0,349
39087,21.0,-73.91157,0,13.0,4.0,269
23114,1.0,-73.97287,0,4.0,1.0,0
4968,1.0,-73.98018,1,2.0,1.0,0
831,20.0,-73.95462,1,3.0,4.0,56
44494,12.0,-73.94326,1,1.0,1.0,200
17781,7.0,-73.98855,1,2.0,1.0,146
8574,12.0,-73.96409,1,2.0,1.0,0
7986,6.0,-73.95998,1,2.0,1.0,0
46583,6.0,-73.92307,1,3.0,1.0,0
24792,15.0,-73.94375,1,3.0,1.0,0
1456,7.0,-73.98722,1,13.0,4.0,223
24706,2.0,-73.94623,0,2.0,1.0,95
18917,96.0,-73.8488,0,5.0,4.0,238
26939,4.0,-73.93798,1,13.0,1.0,0
22503,30.0,-73.94167,0,1.0,1.0,0
26071,19.0,-73.98012,1,2.0,1.0,0
21585,12.0,-73.95702,0,13.0,1.0,0
26517,15.0,-73.95812,0,3.0,2.0,0
36099,28.0,-73.95114,0,1.0,2.0,283
574,8.0,-73.9619,1,2.0,3.0,31
40960,2.0,-73.95127,2,1.0,1.0,90
46573,7.0,-73.9878,1,4.0,1.0,92
36209,6.0,-73.93857,0,2.0,2.0,333
46000,1.0,-73.96177,1,13.0,1.0,303
7001,12.0,-73.95796,1,3.0,3.0,275
14121,12.0,-73.96276,1,2.0,1.0,0
13606,56.0,-73.92203,1,3.0,1.0,0
5219,28.0,-73.95458,0,1.0,2.0,254
44411,7.0,-73.99606,1,13.0,4.0,319
28157,21.0,-73.90575,0,3.0,1.0,0
30487,24.0,-73.94535,0,1.0,1.0,0
42919,12.0,-73.93964,0,1.0,2.0,26
26300,96.0,-73.76286,1,1.0,2.0,281
28717,12.0,-73.96397,0,5.0,1.0,0
10671,4.0,-73.93925,1,3.0,1.0,0
30410,12.0,-73.95935,0,3.0,1.0,0
41660,4.0,-73.93818,1,13.0,3.0,3
44374,7.0,-73.98986,1,3.0,1.0,17
30451,16.0,-73.98671,0,2.0,1.0,0
40622,28.0,-73.95206,2,1.0,4.0,238
32910,7.0,-73.98988,0,3.0,3.0,68
5732,27.0,-73.99763,1,3.0,1.0,0
3988,20.0,-73.95382,1,6.0,1.0,0
2828,96.0,-73.89921,0,13.0,2.0,310
5226,6.0,-73.92519,1,3.0,2.0,206
196,46.0,-73.76597,0,2.0,2.0,365
37613,2.0,-73.95737,0,2.0,4.0,172
24202,2.0,-73.94505,0,3.0,1.0,0
35011,96.0,-73.84329,0,3.0,2.0,356
22613,7.0,-73.9891,0,1.0,3.0,174
2725,6.0,-73.95745,1,4.0,1.0,10
35483,25.0,-73.94074,1,2.0,2.0,0
19854,45.0,-73.96069,0,3.0,2.0,0
25314,96.0,-73.91371,0,2.0,4.0,0
8748,28.0,-73.95265,1,5.0,1.0,0
46261,7.0,-73.9888,1,1.0,1.0,177
29606,20.0,-73.94885,0,5.0,1.0,0
6857,6.0,-73.95646,0,1.0,1.0,0
28662,21.0,-73.92171,0,1.0,1.0,0
41126,14.0,-73.99483,1,3.0,1.0,60
1781,12.0,-73.95234,1,10.0,1.0,174
