neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
2,61,40.72219,-73.73605,1,2,17,2.63,1,14
1,28,40.76882,-73.96862,1,1,0,0.72,1,0
0,6,40.69089,-73.93912,2,1,33,3.08,17,85
0,21,40.688,-73.9171,1,3,111,2.13,1,68
1,11,40.73245,-74.00328,1,3,13,2.36,3,115
0,6,40.69362,-73.95906,0,2,43,4.69,3,25
0,12,40.70905,-73.95152,0,1,0,0.72,1,0
1,8,40.79396,-73.96311,1,4,39,5.18,1,265
0,0,40.63955,-73.9807,1,2,1,0.04,1,0
0,6,40.68576,-73.91719,1,1,35,2.04,1,28
1,23,40.71022,-73.99163,1,3,14,1.93,1,158
0,6,40.68762,-73.92318,0,10,1,0.02,1,0
0,20,40.724,-73.95202,1,1,18,0.87,1,0
1,19,40.73145,-73.98384,0,3,1,0.02,1,0
1,14,40.73986,-74.00035,1,2,1,0.02,1,0
0,10,40.66736,-73.98546,0,60,0,0.72,1,342
1,5,40.74769,-73.97592,1,29,1,0.59,327,342
0,22,40.65401,-73.96323,1,6,16,0.15,1,38
1,2,40.82828,-73.94264,0,3,3,0.1,1,0
0,33,40.67573,-73.99878,1,6,1,0.03,1,24
1,19,40.7277,-73.98362,1,1,38,3.27,2,101
2,85,40.69472,-73.77109,0,2,34,1.16,1,59
0,22,40.63578,-73.95684,0,3,5,0.51,1,0
1,2,40.82348,-73.94581,0,30,5,0.24,8,202
1,7,40.76171,-73.98728,1,2,1,1.0,1,125
1,14,40.74377,-73.99905,1,4,1,0.16,2,0
2,31,40.74683,-73.90654,0,30,0,0.72,103,94
0,12,40.71339,-73.96112,1,2,3,1.14,1,4
4,133,40.83703,-73.85648,0,2,63,1.8,2,150
0,16,40.67059,-73.98621,1,2,2,0.1,2,0
1,4,40.78608,-73.94305,0,3,14,0.41,4,0
0,12,40.71651,-73.95623,1,2,4,0.3,1,93
2,63,40.72902,-73.8474,1,30,12,0.47,1,66
0,15,40.6732,-73.92146,0,3,7,2.44,1,152
0,12,40.70626,-73.92921,0,13,3,0.26,1,88
1,28,40.77227,-73.94968,1,3,26,0.6,1,0
1,27,40.72046,-74.00151,1,4,1,0.37,1,90
2,83,40.75533,-73.87804,0,1,81,2.32,2,127
0,21,40.69749,-73.93153,1,3,7,0.42,1,38
4,99,40.81725,-73.90929,0,2,31,0.81,4,280
2,129,40.69545,-73.86084,0,2,8,1.76,1,0
1,1,40.75402,-73.9651,1,3,19,2.45,49,204
1,28,40.77043,-73.95557,1,3,2,0.08,1,0
0,12,40.72006,-73.95694,1,2,6,0.14,1,0
0,6,40.6896,-73.9266,0,2,2,0.08,1,0
2,46,40.68121,-73.76869,0,1,22,0.99,2,177
1,14,40.73942,-73.99629,1,25,0,0.72,1,0
0,12,40.70772,-73.94126,0,2,18,0.63,1,0
1,1,40.75754,-73.96129,1,30,0,0.72,49,334
1,2,40.82232,-73.93647,0,3,92,4.1,1,200
0,15,40.67698,-73.94414,0,2,2,0.29,3,78
1,68,40.73258,-73.9819,1,10,0,0.72,1,33
1,11,40.73095,-74.00242,1,1,1,0.02,1,0
0,15,40.66629,-73.93073,1,3,33,1.12,4,259
1,71,40.75609,-73.98724,0,1,0,0.72,13,343
0,17,40.65552,-73.97493,1,1,122,4.13,1,127
0,12,40.71091,-73.96029,0,5,0,0.72,1,0
2,37,40.74444,-73.83281,0,1,15,2.28,6,137
1,30,40.84543,-73.94283,0,1,148,3.58,1,280
2,56,40.7672,-73.91198,1,2,7,0.31,1,90
1,2,40.81884,-73.94579,0,3,4,0.15,1,87
1,8,40.79856,-73.97174,0,5,2,0.14,1,0
1,2,40.81128,-73.94117,1,3,82,1.38,1,35
1,7,40.75707,-73.99764,0,2,0,0.72,1,20
1,8,40.77853,-73.97609,1,7,1,0.14,1,0
2,39,40.74147,-73.91997,1,1,2,0.04,1,0
1,2,40.83046,-73.94142,0,1,7,0.25,1,0
0,34,40.67814,-73.98264,1,4,9,0.74,2,6
0,6,40.68022,-73.91423,0,2,4,1.82,10,350
2,25,40.75358,-73.93703,0,1,15,7.14,10,350
1,4,40.79109,-73.94915,0,2,83,4.08,2,40
0,15,40.6711,-73.95231,0,2,20,0.59,1,98
0,13,40.68719,-73.97777,1,1,0,0.72,1,0
0,12,40.72021,-73.95695,1,4,14,0.77,1,0
0,12,40.70928,-73.94882,0,4,6,0.41,1,7
0,6,40.68732,-73.94058,0,2,41,1.09,2,0
1,4,40.79104,-73.94144,1,2,3,0.16,1,41
0,79,40.64953,-74.00011,0,2,9,0.25,1,20
1,68,40.73708,-73.98455,1,4,23,0.31,1,11
0,15,40.66482,-73.93619,0,1,1,0.04,1,0
0,15,40.67039,-73.95959,1,14,3,0.08,1,0
0,79,40.66592,-73.99434,1,30,1,0.14,21,365
2,126,40.72664,-73.89294,1,2,19,2.91,2,309
1,8,40.7846,-73.97636,0,3,0,0.72,2,24
1,1,40.76449,-73.98445,1,2,0,0.72,1,47
2,56,40.76101,-73.92464,1,1,73,2.75,1,273
0,21,40.70102,-73.92864,0,2,52,2.21,1,288
1,52,40.72839,-73.99437,1,6,12,0.84,4,52
0,6,40.68098,-73.92229,0,1,0,0.72,2,0
1,2,40.81542,-73.94574,1,2,29,1.92,1,190
1,45,40.80998,-73.959,0,1,1,0.19,1,0
0,6,40.69117,-73.95233,0,5,2,0.54,2,0
0,15,40.67005,-73.93276,0,29,0,0.72,1,0
1,1,40.76381,-73.97314,0,3,0,0.72,1,0
1,28,40.77065,-73.95702,0,30,0,0.72,1,365
1,1,40.76487,-73.97857,1,1,9,0.62,3,89
0,117,40.62771,-73.96381,0,1,22,1.9,1,0
1,28,40.76043,-73.95992,1,30,15,0.25,39,333
2,124,40.69474,-73.82284,1,2,33,1.62,1,179
0,6,40.6854,-73.94253,1,3,12,4.0,1,301
0,21,40.68128,-73.90546,0,2,26,0.73,1,84
2,56,40.76682,-73.90807,0,2,27,1.03,2,338
1,18,40.86313,-73.92162,0,2,55,1.98,1,0
0,22,40.63379,-73.96246,0,53,0,0.72,1,90
1,2,40.80048,-73.94864,0,2,79,2.38,1,56
4,59,40.88467,-73.90575,0,4,11,0.35,2,0
0,21,40.70311,-73.91264,0,10,2,0.28,1,0
1,52,40.7358,-73.99677,1,3,8,0.16,1,0
1,68,40.73711,-73.98985,1,4,60,1.01,1,4
1,8,40.79765,-73.96245,1,2,191,2.18,1,236
0,6,40.68242,-73.95754,0,3,18,1.04,2,0
1,5,40.74622,-73.97913,0,14,19,0.52,1,96
1,27,40.72095,-73.99961,1,3,34,2.48,1,37
1,2,40.8232,-73.95463,0,1,39,2.37,2,153
2,152,40.66413,-73.76651,0,1,15,0.62,4,84
2,25,40.75405,-73.93717,0,7,1,0.02,1,0
0,6,40.68709,-73.95801,0,15,3,0.47,11,199
0,12,40.718,-73.95344,1,1,0,0.72,1,0
1,2,40.81274,-73.9455,0,1,3,0.3,2,57
2,37,40.75484,-73.82323,0,1,0,0.72,2,0
0,12,40.71586,-73.9391,1,2,15,3.52,1,292
0,6,40.68285,-73.91484,0,14,32,0.92,4,115
1,7,40.76229,-73.99994,0,30,0,0.72,2,140
0,16,40.67376,-73.98195,1,5,4,0.26,2,0
1,5,40.74827,-73.97868,0,2,1,0.1,3,293
0,6,40.67895,-73.93641,1,3,11,1.2,2,179
0,15,40.6654,-73.93653,0,1,0,0.72,1,0
0,82,40.58176,-73.96264,1,30,7,0.19,9,284
0,20,40.72612,-73.95691,1,2,48,3.0,1,48
1,4,40.79631,-73.94348,0,3,66,2.67,1,263
4,200,40.81576,-73.84653,1,3,0,0.72,7,169
1,1,40.75369,-73.96632,1,5,81,2.1,2,185
1,7,40.76076,-73.99266,0,1,7,0.24,1,45
0,21,40.69566,-73.90687,1,3,14,1.12,1,5
0,3,40.6955,-73.96446,1,1,35,2.87,1,0
1,7,40.76468,-73.98785,0,1,22,6.8,1,77
0,6,40.69227,-73.95187,1,2,142,3.38,2,89
0,6,40.68056,-73.9151,1,10,16,0.29,1,0
2,83,40.75122,-73.87977,1,3,23,1.49,1,302
1,2,40.81271,-73.94055,0,2,21,0.81,1,0
1,28,40.77418,-73.95327,1,7,10,0.66,1,0
1,14,40.74344,-74.00747,1,3,2,1.5,4,177
1,53,40.71705,-73.99818,2,1,20,1.53,3,354
0,12,40.71351,-73.92999,1,4,40,0.83,1,138
0,0,40.64277,-73.97947,1,1,1,0.02,2,0
1,1,40.75316,-73.97099,1,3,15,8.82,1,357
2,31,40.74496,-73.89534,1,1,118,6.0,1,320
0,12,40.71047,-73.95529,1,5,2,0.26,1,0
2,149,40.73566,-73.79059,1,3,17,4.51,1,329
1,52,40.73486,-73.99843,1,1,0,0.72,1,363
0,15,40.66939,-73.94839,1,2,55,0.91,1,306
1,14,40.74574,-73.99226,1,3,13,0.26,1,24
2,31,40.74824,-73.89961,0,29,1,0.3,5,1
3,158,40.63452,-74.11707,0,2,47,1.89,3,207
0,16,40.67143,-73.97538,0,5,26,0.59,2,292
1,14,40.73851,-73.99213,1,2,0,0.72,2,0
0,24,40.6582,-73.95275,0,5,18,0.22,3,365
2,49,40.77148,-73.9138,1,2,56,2.91,1,305
1,71,40.76122,-73.98583,1,29,0,0.72,327,333
0,6,40.69201,-73.95795,0,2,3,0.12,1,0
1,14,40.75229,-73.9955,1,2,1,0.04,1,0
0,100,40.64399,-73.89315,1,7,11,0.64,1,1
0,12,40.71064,-73.96335,1,2,5,5.0,1,204
1,14,40.74336,-73.99706,1,1,0,0.72,1,0
1,4,40.81344,-73.93454,0,2,7,0.21,1,32
1,1,40.75232,-73.96696,1,28,1,0.6,49,234
1,2,40.82178,-73.93946,0,1,1,1.0,1,45
1,4,40.79608,-73.93335,1,1,0,0.72,1,90
0,24,40.65514,-73.95956,0,1,109,1.52,1,2
0,6,40.69332,-73.95085,0,1,1,0.05,2,0
2,46,40.70713,-73.78342,0,2,34,2.63,1,331
0,73,40.58296,-73.95879,1,30,1,0.11,5,365
3,55,40.63476,-74.0894,0,3,3,1.11,3,61
0,79,40.65004,-74.00108,1,3,46,2.19,1,195
1,8,40.79387,-73.97136,1,5,0,0.72,1,0
1,14,40.73857,-73.99256,1,15,0,0.72,1,0
1,2,40.80375,-73.95501,1,2,20,2.02,1,11
0,6,40.6945,-73.94633,1,1,35,2.77,10,158
2,25,40.75748,-73.93119,0,1,0,0.72,1,0
1,19,40.72652,-73.97938,1,5,22,0.64,1,156
0,13,40.68991,-73.97352,1,4,13,4.06,1,179
0,12,40.71451,-73.93959,0,1,7,0.23,2,89
0,79,40.66084,-73.99328,1,15,22,0.47,2,5
0,6,40.68497,-73.9543,0,3,38,3.25,1,101
1,28,40.78331,-73.94646,1,30,0,0.72,5,332
1,68,40.73568,-73.98062,1,30,2,0.03,39,331
0,6,40.68851,-73.9574,0,3,9,0.18,1,0
0,6,40.68039,-73.94302,1,3,57,2.09,1,258
0,6,40.6885,-73.93283,1,2,51,1.76,1,83
1,7,40.76526,-73.99096,1,1,0,0.72,1,0
1,1,40.74612,-73.98948,1,21,0,0.72,1,0
0,3,40.68971,-73.96073,2,1,0,0.72,6,345
0,0,40.64277,-73.97296,0,2,20,0.42,1,347
1,14,40.74461,-73.992,1,30,0,0.72,121,349
1,43,40.70523,-74.01345,0,7,51,0.55,1,307
0,6,40.68782,-73.935,1,1,0,0.72,1,0
2,39,40.73894,-73.92288,0,2,26,2.8,6,355
0,20,40.7279,-73.94494,1,6,0,0.72,2,0
1,28,40.76513,-73.96583,1,5,14,1.22,1,92
0,15,40.67541,-73.94408,1,1,233,3.89,1,295
1,7,40.76828,-73.98755,1,3,3,3.0,1,42
2,81,40.73744,-73.87247,1,30,14,1.15,1,242
1,26,40.74429,-73.97663,1,2,2,0.05,1,0
0,12,40.71369,-73.95523,1,10,2,0.04,1,0
1,1,40.75029,-73.97142,1,30,2,0.15,10,161
2,44,40.70075,-73.90741,0,45,0,0.72,10,330
1,77,40.71953,-74.00386,1,14,10,0.53,3,335
1,7,40.75711,-73.99665,1,2,20,0.43,1,0
1,8,40.77778,-73.9781,0,2,183,3.9,1,263
1,28,40.77602,-73.95062,1,3,15,0.9,1,5
1,77,40.72203,-74.00988,1,10,3,0.05,1,0
0,22,40.64217,-73.9593,1,20,0,0.72,1,4
0,10,40.66043,-73.98609,1,2,19,0.78,1,93
0,90,40.63461,-74.03164,1,2,101,2.26,1,291
0,12,40.71816,-73.95031,0,1,32,1.73,1,0
2,116,40.71065,-73.83015,1,1,14,0.31,1,90
2,31,40.74185,-73.90684,0,2,9,0.26,2,0
0,15,40.67734,-73.96076,0,1,2,0.05,1,0
0,6,40.69049,-73.93014,1,2,91,4.4,2,272
0,20,40.73449,-73.95716,0,3,2,0.21,1,0
2,106,40.59486,-73.78856,1,2,10,0.4,1,166
0,34,40.68234,-73.98168,0,1,2,0.04,1,0
1,7,40.76028,-73.98846,0,1,140,4.29,2,152
3,186,40.57568,-74.09522,1,2,2,2.0,1,231
1,77,40.71417,-74.00678,1,3,60,0.91,1,348
1,1,40.75519,-73.97011,1,30,0,0.72,1,266
0,79,40.65477,-74.001,0,1,32,1.14,3,292
1,19,40.72412,-73.98667,0,2,1,0.03,1,0
0,6,40.68903,-73.93192,0,1,8,0.39,1,0
1,27,40.72542,-74.00156,0,1,2,0.67,3,53
0,12,40.71586,-73.94044,0,2,9,0.77,1,0
1,28,40.77699,-73.9524,1,1,0,0.72,1,0
1,4,40.7912,-73.94318,1,5,23,1.25,1,151
0,21,40.69298,-73.90685,0,5,1,0.09,1,17
0,32,40.6961,-73.99329,0,2,5,0.19,1,363
0,3,40.68657,-73.96003,1,3,3,0.16,1,0
4,127,40.87684,-73.86389,1,2,13,1.83,2,97
1,7,40.76379,-73.99378,1,2,1,0.02,1,0
0,13,40.68569,-73.97346,0,5,0,0.72,1,0
1,23,40.71435,-73.98924,1,6,7,0.23,1,0
0,15,40.67487,-73.94051,1,2,3,0.24,1,0
0,12,40.71784,-73.95611,0,4,1,0.16,1,5
0,24,40.66011,-73.95965,1,3,15,1.46,2,154
1,28,40.76802,-73.95653,1,4,10,0.19,1,0
0,3,40.68961,-73.96839,1,14,0,0.72,1,0
0,12,40.7133,-73.96341,1,5,12,3.5,2,107
2,129,40.69017,-73.86683,1,4,64,3.71,1,106
1,14,40.74897,-73.9968,1,75,16,0.3,19,234
2,46,40.67091,-73.78204,1,3,24,2.32,1,51
0,6,40.68906,-73.94103,1,4,79,0.97,1,246
0,20,40.73128,-73.95439,0,7,1,0.34,2,0
1,2,40.82932,-73.94696,1,2,15,2.38,1,12
2,49,40.7745,-73.90406,0,2,1,0.12,1,363
0,13,40.69692,-73.97352,1,1,6,0.26,1,0
0,6,40.69135,-73.94694,0,1,1,0.02,1,0
2,44,40.70117,-73.90666,2,30,1,0.05,4,7
0,12,40.71983,-73.95675,1,2,145,4.03,2,230
0,16,40.67713,-73.97829,1,2,143,4.11,1,269
0,6,40.69185,-73.95896,0,10,0,0.72,1,17
0,15,40.67923,-73.96286,1,1,216,6.64,1,257
1,23,40.71992,-73.99251,1,5,6,0.24,1,45
1,8,40.7732,-73.98768,1,4,60,2.42,1,320
0,97,40.70045,-73.98468,0,3,4,0.26,1,0
0,6,40.68609,-73.9448,0,2,45,1.96,3,350
1,5,40.7481,-73.97771,1,14,0,0.72,1,0
1,14,40.74543,-74.00055,1,4,1,0.03,1,0
0,20,40.72421,-73.94074,1,1,0,0.72,2,0
0,6,40.68315,-73.91283,0,1,0,0.72,1,0
1,1,40.74784,-73.9862,0,1,0,0.72,3,365
2,56,40.76895,-73.9236,2,1,0,0.72,1,0
0,12,40.71558,-73.94355,1,2,49,0.73,1,171
0,21,40.7001,-73.91204,0,5,2,0.03,2,0
1,28,40.77112,-73.95652,2,2,17,2.31,1,39
2,46,40.67733,-73.78826,0,2,0,0.72,4,179
0,21,40.6838,-73.91015,0,1,8,0.36,1,0
0,12,40.7122,-73.96667,0,2,0,0.72,5,211
0,12,40.70816,-73.94244,0,1,7,0.13,1,0
0,54,40.65321,-73.95199,1,1,111,4.53,1,259
0,12,40.71023,-73.96665,0,3,205,2.31,3,0
1,4,40.79179,-73.94506,0,3,21,0.91,2,125
1,11,40.73492,-74.00418,1,2,5,0.57,1,48
1,14,40.73983,-74.00102,1,7,6,0.14,1,0
1,2,40.81245,-73.94085,1,1,0,0.72,1,0
0,15,40.67635,-73.94378,1,2,13,3.2,2,20
1,7,40.75835,-73.99286,0,4,0,0.72,1,0
4,59,40.88485,-73.89756,1,2,25,1.79,1,356
2,103,40.75712,-73.89365,0,2,25,0.54,1,283
2,44,40.7012,-73.90008,0,2,77,1.53,1,1
1,7,40.76206,-73.9998,1,30,11,0.13,2,33
1,11,40.73533,-74.00378,1,30,10,0.39,39,241
0,12,40.71218,-73.96268,0,2,2,0.1,1,0
1,2,40.81482,-73.94477,0,2,9,3.75,1,227
1,7,40.75764,-73.98963,0,2,0,0.72,1,0
1,2,40.8213,-73.95318,0,3,273,2.37,3,359
1,4,40.81393,-73.93632,0,1,4,1.11,1,2
0,6,40.68195,-73.94827,0,3,23,1.69,1,0
2,61,40.72774,-73.73462,1,1,6,4.86,1,15
0,12,40.70967,-73.94945,1,5,85,1.45,1,238
0,6,40.68731,-73.9478,0,1,0,0.72,1,0
1,2,40.824,-73.95229,0,4,15,4.55,1,4
0,13,40.6967,-73.97622,0,2,14,0.17,2,364
0,79,40.66059,-73.99361,1,10,8,0.17,2,176
1,9,40.71447,-73.99737,0,2,35,3.82,1,315
1,23,40.72184,-73.9868,0,3,0,0.72,1,0
2,25,40.75038,-73.94069,1,4,0,0.72,1,0
0,20,40.731,-73.9548,1,365,17,0.5,1,365
1,4,40.80033,-73.941,2,2,28,2.58,9,120
1,1,40.76514,-73.98058,0,1,9,0.2,1,0
0,38,40.68618,-73.98837,1,2,1,0.1,1,0
0,29,40.67696,-73.96669,1,2,21,3.73,1,146
1,8,40.78697,-73.97351,0,2,6,0.16,1,0
0,6,40.68743,-73.94451,0,7,2,1.33,2,4
1,5,40.74703,-73.97484,1,5,0,0.72,1,0
0,21,40.6916,-73.90713,0,1,6,5.0,1,337
0,15,40.67667,-73.9175,1,2,126,3.74,1,74
0,54,40.66051,-73.92964,0,1,0,0.72,3,364
1,7,40.75573,-73.99228,1,1,57,1.41,1,273
1,1,40.76563,-73.98242,1,30,0,0.72,12,340
0,6,40.68753,-73.95851,1,30,26,0.38,1,205
1,8,40.77323,-73.98014,0,3,172,2.93,1,214
1,28,40.78539,-73.95062,1,1,0,0.72,1,7
0,15,40.67673,-73.95311,1,3,77,2.72,2,244
1,2,40.80938,-73.94196,1,7,5,0.16,1,231
1,14,40.74348,-73.99365,0,1,205,6.07,1,90
0,12,40.70673,-73.92695,0,2,134,3.26,1,2
1,23,40.7179,-73.98477,1,2,57,1.17,1,0
1,7,40.75417,-73.99578,0,7,5,0.59,47,352
4,168,40.83025,-73.89134,0,1,1,0.19,3,81
1,2,40.80991,-73.94273,0,4,69,1.77,2,122
1,1,40.75047,-73.96935,1,30,2,0.26,96,311
3,86,40.58957,-74.07666,1,2,18,2.81,1,296
1,68,40.73505,-73.98212,1,30,9,0.17,39,344
1,5,40.74811,-73.97718,1,3,0,0.72,1,341
1,7,40.76238,-73.99259,1,2,2,0.32,1,0
2,44,40.70208,-73.91125,1,2,2,0.24,1,5
0,36,40.6881,-73.99498,1,2,4,0.09,1,0
0,20,40.73039,-73.9541,1,1,0,0.72,1,0
0,6,40.69175,-73.92834,1,2,5,0.09,1,211
1,8,40.80021,-73.96071,1,4,4,0.04,1,0
1,7,40.76166,-73.99675,1,30,83,0.88,1,292
1,2,40.82112,-73.94962,1,1,7,0.15,1,10
1,14,40.74423,-74.0026,1,30,0,0.72,232,285
1,7,40.75674,-73.99774,0,2,290,5.92,1,26
1,45,40.80439,-73.96393,0,4,37,4.16,1,38
0,12,40.71842,-73.94093,0,31,0,0.72,1,0
4,66,40.85538,-73.91081,2,1,0,0.72,1,0
1,2,40.81369,-73.94996,0,1,6,1.58,1,125
1,14,40.74259,-73.99708,1,4,8,0.12,1,0
4,42,40.84103,-73.92701,0,2,62,2.76,5,1
0,6,40.69242,-73.94133,0,1,0,0.72,2,20
1,19,40.72984,-73.98588,1,3,2,0.27,1,45
1,7,40.76601,-73.98414,1,2,5,2.08,1,10
1,4,40.7898,-73.94213,0,5,59,2.03,1,110
0,12,40.70961,-73.95598,1,1,9,3.8,1,86
0,6,40.68371,-73.94156,1,4,13,0.48,1,0
0,22,40.65336,-73.95305,0,2,3,0.69,1,249
0,123,40.67914,-74.0063,1,3,1,0.16,1,0
1,30,40.83794,-73.94256,0,3,9,2.0,1,1
0,90,40.63304,-74.02811,0,15,7,0.13,2,317
1,43,40.70447,-74.00847,1,29,0,0.72,96,170
1,2,40.81065,-73.9457,0,3,34,1.52,1,178
1,30,40.83284,-73.94461,0,2,17,1.99,2,27
1,11,40.73394,-74.00175,1,2,3,0.27,1,0
1,8,40.79009,-73.97927,0,4,81,0.69,1,273
0,21,40.69965,-73.93909,2,30,0,0.72,5,357
0,6,40.69263,-73.93992,0,2,22,2.45,6,308
0,21,40.68383,-73.90857,1,6,2,0.8,1,19
1,19,40.72296,-73.98184,0,2,28,2.97,1,0
1,4,40.79908,-73.93291,0,2,1,1.0,1,21
1,14,40.74327,-73.99848,1,3,115,2.43,1,125
0,12,40.71332,-73.94071,0,1,0,0.72,1,0
1,7,40.76581,-73.98867,1,1,6,6.0,3,222
1,7,40.76557,-73.98745,1,2,16,0.31,1,0
0,6,40.69287,-73.94266,0,1,192,4.72,4,189
1,11,40.7321,-74.00461,1,2,1,0.03,1,0
0,12,40.71015,-73.96101,1,4,59,0.6,1,71
1,2,40.81257,-73.94444,1,2,2,1.36,1,52
2,25,40.76243,-73.93044,1,25,0,0.72,1,177
1,28,40.77641,-73.95505,1,4,1,0.02,1,0
1,52,40.72733,-73.9958,0,2,1,0.14,1,0
0,6,40.68568,-73.95237,0,3,1,0.05,1,0
0,12,40.71071,-73.95957,0,2,0,0.72,2,86
0,96,40.68591,-74.00164,1,7,0,0.72,1,0
1,71,40.75891,-73.9845,1,30,0,0.72,49,333
0,6,40.68363,-73.94142,1,5,28,0.7,2,347
